CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES;NB_D201;NB_D202;NB_D203;NB_D206;NB_D207;NB_D208;NB_D210;NB_D212;NB_D214;NB_D231;NB_D232;NB_D233;NB_D235;NB_D237;NB_D238;NB_D240;NB_D243
44003;44003;Ancenis-Saint-Géréon;3;Petites villes;11099;0,0;0,0;91,7;0,0;0,0;5,8;2,5;Loire-Atlantique;Pays de la Loire;1;0;0;1;0;0;0;0;1;1;14;2;1;14;0;22;0;9;0;4;7;19;8;3;2;1;8
44015;44015;Blain;3;Petites villes;10187;0,0;0,0;52,4;0,0;0,0;33,5;14,1;Loire-Atlantique;Pays de la Loire;1;1;0;2;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;3;15;8;5;5;1;0;6
44036;44036;Châteaubriant;3;Petites villes;12189;0,0;0,0;87,2;0,0;0,0;9,6;3,2;Loire-Atlantique;Pays de la Loire;1;4;1;1;0;1;0;0;1;1;10;1;0;2;0;5;0;6;0;3;13;15;8;6;4;1;8
44055;44055;La Baule-Escoublac;2;Centres urbains intermédiaires;16468;0,0;49,5;0,0;42,7;0,0;6,7;1,1;Loire-Atlantique;Pays de la Loire;1;5;1;1;1;0;0;2;0;0;16;3;1;0;0;2;0;1;0;0;28;23;6;7;1;4;10
44069;44069;Guérande;4;Ceintures urbaines;16151;0,0;1,8;0,0;59,4;7,8;28,4;2,7;Loire-Atlantique;Pays de la Loire;1;6;0;1;1;1;0;1;1;1;23;2;0;3;10;10;1;13;0;5;19;27;5;6;2;1;15
44129;44129;Pontchâteau;3;Petites villes;11075;0,0;0,0;52,6;0,0;0,0;45,6;1,7;Loire-Atlantique;Pays de la Loire;1;1;0;1;0;0;0;0;0;0;7;4;0;0;0;1;0;0;0;2;9;5;7;3;0;0;2
44131;44131;Pornic;3;Petites villes;17910;0,0;0,0;71,4;0,0;0,0;22,9;5,7;Loire-Atlantique;Pays de la Loire;2;2;0;1;0;0;0;0;0;0;26;1;2;1;2;26;0;3;0;4;21;30;9;5;2;0;6
44132;44132;Pornichet;4;Ceintures urbaines;12121;0,0;26,4;0,0;68,2;0,0;5,4;0,0;Loire-Atlantique;Pays de la Loire;0;0;0;1;0;0;0;0;1;1;16;0;0;0;1;0;0;0;0;1;21;21;3;7;1;1;4
44154;44154;Saint-Brevin-les-Pins;3;Petites villes;14411;0,0;0,0;90,7;0,0;0,0;8,7;0,6;Loire-Atlantique;Pays de la Loire;1;3;0;0;0;0;0;0;0;0;12;1;0;0;0;4;0;0;0;1;18;11;7;6;2;1;6
44172;44172;Sainte-Luce-sur-Loire;1;Grands centres urbains;15527;80,6;0,1;0,0;18,7;0,0;0,5;0,1;Loire-Atlantique;Pays de la Loire;0;0;0;1;0;0;0;0;0;0;13;0;1;0;0;1;0;0;1;2;12;20;6;4;0;0;10
44204;44204;Thouaré-sur-Loire;2;Centres urbains intermédiaires;10783;0,0;69,0;0,0;23,4;0,0;7,3;0,3;Loire-Atlantique;Pays de la Loire;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1;7;10;6;3;1;0;2
44209;44209;Treillières;3;Petites villes;10230;0,0;0,0;67,1;5,0;0,0;26,1;1,8;Loire-Atlantique;Pays de la Loire;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;9;5;2;1;0;4
45004;45004;Amilly;4;Ceintures urbaines;13267;0,0;5,0;0,0;79,3;0,0;14,6;1,0;Loiret;Centre-Val de Loire;0;0;0;1;0;0;0;0;0;0;9;3;0;0;0;0;0;4;0;0;13;5;3;2;0;3;3
45068;45068;Châlette-sur-Loing;2;Centres urbains intermédiaires;12728;0,0;61,4;0,0;38,0;0,0;0,5;0,0;Loiret;Centre-Val de Loire;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0
45075;45075;La Chapelle-Saint-Mesmin;1;Grands centres urbains;10218;79,0;0,0;0,0;15,3;0,0;5,7;0,0;Loiret;Centre-Val de Loire;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;3;1;0;1;1;7;11;6;4;1;1;0
45155;45155;Gien;3;Petites villes;13387;0,0;37,4;0,0;49,4;0,0;11,3;2,0;Loiret;Centre-Val de Loire;1;1;0;2;0;1;0;1;0;0;13;0;1;4;2;0;0;10;2;1;15;12;3;4;1;0;4
45208;45208;Montargis;2;Centres urbains intermédiaires;15061;0,0;91,6;0,0;8,2;0,0;0,0;0,2;Loiret;Centre-Val de Loire;1;9;1;1;0;2;0;1;0;0;22;3;2;4;1;5;1;16;5;2;22;12;6;7;1;2;11
45285;45285;Saint-Jean-de-la-Ruelle;1;Grands centres urbains;16594;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Loiret;Centre-Val de Loire;0;0;1;3;0;0;0;0;0;0;15;0;1;0;1;0;0;1;0;1;15;13;4;4;1;0;7
45302;45302;Saran;4;Ceintures urbaines;16679;34,6;0,0;0,0;63,0;0,0;2,4;0,1;Loiret;Centre-Val de Loire;1;10;0;1;0;0;0;0;1;1;19;21;0;4;0;1;2;52;8;2;9;25;1;2;1;0;4
47157;47157;Marmande;2;Centres urbains intermédiaires;17239;0,0;55,8;0,0;27,7;0,0;14,7;1,8;Lot-et-Garonne;Nouvelle-Aquitaine;1;4;1;1;2;1;1;1;0;0;19;2;0;1;1;4;0;0;1;1;32;20;6;10;0;2;12
48095;48095;Mende;3;Petites villes;12316;0,0;42,7;0,0;49,2;0,0;6,4;1,7;LozÃ¨re;Occitanie;1;3;1;4;0;1;0;3;2;2;14;1;0;0;2;2;2;1;1;2;19;17;3;4;0;0;6
49015;49015;Avrillé;1;Grands centres urbains;14938;68,6;0,0;0,0;28,5;0,0;2,0;0,9;Maine-et-Loire;Pays de la Loire;0;0;0;2;0;0;0;0;1;1;18;0;0;0;1;1;1;0;0;2;15;18;6;8;2;4;8
49018;49018;Baugé-en-Anjou;6;Rural à habitat dispersé;11757;0,0;0,0;0,0;0,0;30,8;43,2;26,0;Maine-et-Loire;Pays de la Loire;1;1;0;2;0;1;1;0;0;0;11;0;0;0;0;1;0;19;0;1;11;10;4;4;0;0;2
49050;49050;Brissac Loire Aubance;5;Bourgs ruraux;10895;0,0;0,0;0,0;3,9;48,4;36,0;11,7;Maine-et-Loire;Pays de la Loire;0;0;0;3;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;12;16;4;2;0;0;9
49069;49069;Orée d'Anjou;5;Bourgs ruraux;16709;0,0;0,0;0,0;0,0;51,7;35,0;13,3;Maine-et-Loire;Pays de la Loire;0;0;0;7;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;17;10;6;4;0;0;4
49125;49125;Doué-en-Anjou;3;Petites villes;11228;0,0;0,0;58,7;0,0;0,0;31,7;9,6;Maine-et-Loire;Pays de la Loire;0;0;0;1;0;0;0;0;1;1;10;0;0;0;0;0;0;0;0;2;13;10;6;7;0;0;4
49218;49218;Montrevault-sur-Èvre;5;Bourgs ruraux;15755;0,0;0,0;0,0;0,0;45,5;36,8;17,7;Maine-et-Loire;Pays de la Loire;0;0;0;14;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;3;12;9;10;4;0;1;4
49244;49244;Mauges-sur-Loire;5;Bourgs ruraux;18331;0,0;0,0;0,0;0,0;60,1;26,0;13,9;Maine-et-Loire;Pays de la Loire;3;2;0;11;0;1;0;0;0;0;16;2;0;0;0;0;0;0;0;2;18;15;6;5;0;1;6
49246;49246;Les Ponts-de-Cé;1;Grands centres urbains;12725;59,8;0,0;0,0;36,4;0,0;3,1;0,7;Maine-et-Loire;Pays de la Loire;1;0;0;1;0;0;0;0;1;1;15;0;1;0;0;1;0;0;0;1;9;17;7;5;0;0;7
49307;49307;Loire-Authion;5;Bourgs ruraux;16416;0,0;0,0;0,0;0,0;60,7;33,5;5,9;Maine-et-Loire;Pays de la Loire;0;0;0;7;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;20;13;3;2;0;0;6
49331;49331;Segré-en-Anjou Bleu;5;Bourgs ruraux;17699;0,0;0,0;40,6;0,0;10,8;33,5;15,1;Maine-et-Loire;Pays de la Loire;1;3;0;11;0;0;0;0;0;0;18;1;0;0;0;5;0;1;0;2;24;5;3;4;1;0;6
49353;49353;Trélazé;1;Grands centres urbains;15358;73,8;0,0;0,0;25,9;0,0;0,1;0,2;Maine-et-Loire;Pays de la Loire;0;0;0;1;0;1;0;0;0;0;25;19;0;14;1;6;8;10;0;1;10;35;8;1;1;0;5
50025;50025;Avranches;2;Centres urbains intermédiaires;10240;0,0;52,2;0,0;42,0;0,0;5,8;0,1;Manche;Normandie;1;3;0;2;1;1;0;0;0;0;20;4;0;7;0;8;0;10;1;4;13;18;1;5;3;1;6
50041;50041;La Hague;6;Rural à habitat dispersé;11223;0,0;0,0;0,0;1,0;22,1;66,0;10,9;Manche;Normandie;0;0;0;12;0;1;3;0;0;0;4;0;0;0;0;0;0;0;0;1;17;9;2;2;0;0;2
50099;50099;Carentan-les-Marais;3;Petites villes;10220;0,0;0,0;58,7;0,0;0,0;29,9;11,4;Manche;Normandie;1;2;0;1;0;0;0;0;0;0;9;0;0;0;0;1;0;6;3;1;10;7;2;3;1;0;2
50218;50218;Granville;2;Centres urbains intermédiaires;12581;0,0;76,6;0,0;20,1;0,0;2,0;1,3;Manche;Normandie;1;3;1;1;1;4;0;0;1;1;16;2;2;2;3;8;0;3;1;3;27;20;8;7;2;2;10
50502;50502;Saint-Lô;2;Centres urbains intermédiaires;19373;0,0;68,9;0,0;26,1;0,0;4,4;0,7;Manche;Normandie;1;9;1;3;1;2;0;2;2;1;17;2;2;3;2;4;0;6;3;2;21;20;10;9;4;2;11
51573;51573;Tinqueux;1;Grands centres urbains;10552;90,8;0,0;0,0;8,7;0,0;0,0;0,4;Marne;Grand Est;0;0;0;1;0;0;0;0;0;0;13;0;0;0;0;1;0;4;0;1;12;8;1;2;1;0;3
51649;51649;Vitry-le-François;2;Centres urbains intermédiaires;11454;0,0;86,7;0,0;9,8;0,0;3,5;0,0;Marne;Grand Est;1;3;0;2;0;1;0;0;1;0;18;1;1;3;1;2;0;2;1;2;12;15;2;6;1;1;1
53062;53062;Château-Gontier-sur-Mayenne;2;Centres urbains intermédiaires;16710;0,0;49,0;0,0;38,0;0,0;8,0;5,0;Mayenne;Pays de la Loire;1;3;1;1;1;1;0;1;2;2;17;0;0;1;0;2;0;1;1;2;19;15;7;5;1;0;8
53147;53147;Mayenne;2;Centres urbains intermédiaires;12900;0,0;51,6;0,0;42,1;0,0;4,8;1,5;Mayenne;Pays de la Loire;1;3;1;1;1;1;0;0;2;2;9;1;2;1;3;2;0;11;2;3;22;14;4;6;1;0;6
54304;54304;Laxou;1;Grands centres urbains;14671;92,6;0,0;0,0;6,3;0,0;1,1;0,1;Meurthe-et-Moselle;Grand Est;0;0;0;3;0;0;0;0;0;0;22;0;1;0;1;2;0;0;0;1;13;24;8;0;0;0;5
54323;54323;Longwy;2;Centres urbains intermédiaires;15191;0,0;78,4;0,0;20,7;0,0;0,9;0,0;Meurthe-et-Moselle;Grand Est;1;7;0;2;0;1;0;1;0;0;16;1;3;0;0;1;2;0;0;0;16;15;8;6;0;0;2
54329;54329;Lunéville;2;Centres urbains intermédiaires;17755;0,0;74,8;0,0;23,5;0,0;1,4;0,3;Meurthe-et-Moselle;Grand Est;1;0;0;2;0;1;0;1;1;1;30;3;1;3;0;3;1;0;2;6;29;22;16;5;0;0;4
54431;54431;Pont-à-Mousson;2;Centres urbains intermédiaires;14338;0,0;70,1;0,0;22,2;0,2;7,0;0,4;Meurthe-et-Moselle;Grand Est;1;2;0;1;0;1;0;0;0;0;21;7;2;1;1;3;1;1;2;4;25;19;11;6;1;0;1
54482;54482;Saint-Max;1;Grands centres urbains;10073;99,1;0,0;0,0;0,9;0,0;0,0;0,0;Meurthe-et-Moselle;Grand Est;1;2;0;1;0;0;0;0;0;0;15;0;1;0;1;0;0;2;2;2;13;17;4;5;0;0;3
54528;54528;Toul;2;Centres urbains intermédiaires;15849;0,0;77,0;0,0;17,8;0,0;4,2;1,0;Meurthe-et-Moselle;Grand Est;1;1;0;2;0;1;0;1;0;0;21;3;2;2;0;2;1;28;3;7;30;21;12;8;0;1;4
54578;54578;Villers-lès-Nancy;4;Ceintures urbaines;14761;49,9;0,0;0,0;50,0;0,0;0,0;0,1;Meurthe-et-Moselle;Grand Est;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;0;2;1;2;15;21;11;2;0;0;10
54580;54580;Villerupt;4;Ceintures urbaines;10069;0,0;0,0;0,0;94,7;0,0;5,0;0,3;Meurthe-et-Moselle;Grand Est;1;1;0;2;0;0;0;0;0;0;6;0;0;0;0;0;1;2;0;0;7;4;6;2;0;0;0
55029;55029;Bar-le-Duc;2;Centres urbains intermédiaires;14668;0,0;68,8;0,0;26,6;0,0;4,1;0,5;Meuse;Grand Est;1;5;1;2;1;1;0;1;1;2;14;16;2;5;2;2;2;28;2;2;18;14;2;4;2;1;7
55545;55545;Verdun;2;Centres urbains intermédiaires;16689;0,0;58,9;0,0;38,0;0,0;2,6;0,6;Meuse;Grand Est;1;8;0;1;0;1;0;1;1;1;7;1;1;0;1;2;2;4;1;0;26;14;7;4;1;0;4
56007;56007;Auray;2;Centres urbains intermédiaires;14222;0,0;74,4;0,0;21,9;0,0;3,8;0,0;Morbihan;Bretagne;1;5;0;1;0;0;0;1;1;1;30;6;1;1;1;4;0;14;1;3;56;47;14;9;2;2;23
56078;56078;Guidel;4;Ceintures urbaines;11947;0,0;0,0;0,0;65,3;0,0;31,3;3,5;Morbihan;Bretagne;0;0;0;1;0;0;0;0;0;0;10;0;0;0;1;0;0;0;0;1;17;18;4;2;2;0;2
56083;56083;Hennebont;3;Petites villes;15746;0,0;38,4;0,0;56,6;0,0;4,5;0,5;Morbihan;Bretagne;0;0;0;1;0;0;0;1;0;0;12;1;2;0;0;5;0;1;0;6;48;21;10;5;1;0;7
56162;56162;Ploemeur;4;Ceintures urbaines;18591;3,3;0,0;0,0;72,6;5,9;17,3;0,8;Morbihan;Bretagne;0;0;0;1;1;0;0;1;0;0;20;2;2;2;0;1;0;3;1;4;70;31;8;5;0;1;9
56178;56178;Pontivy;2;Centres urbains intermédiaires;14774;0,0;56,3;0,0;31,8;0,0;11,6;0,3;Morbihan;Bretagne;1;5;1;1;0;0;0;1;0;0;9;1;1;0;1;0;1;3;0;5;14;13;3;8;2;4;6
56206;56206;Saint-Avé;4;Ceintures urbaines;11927;0,3;0,0;0,0;85,9;0,0;13,9;0,0;Morbihan;Bretagne;0;0;0;1;0;0;0;0;2;1;11;0;0;0;0;0;0;0;0;2;17;13;4;3;1;1;4
57019;57019;Amnéville;2;Centres urbains intermédiaires;10828;0,0;88,3;0,0;0,0;9,0;2,0;0,7;Moselle;Grand Est;1;0;1;1;0;0;0;0;0;0;17;1;0;0;0;1;0;0;0;2;5;11;6;2;0;0;0
57160;57160;Creutzwald;4;Ceintures urbaines;12514;0,0;0,0;0,0;99,2;0,0;0,0;0,8;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;8;4;0;0;0;1;0;2;2;3;28;11;3;1;0;0;0
57206;57206;Fameck;1;Grands centres urbains;14798;74,8;0,0;0,0;25,1;0,0;0,0;0,2;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;3;0;2;16;7;4;2;1;0;1
57221;57221;Florange;1;Grands centres urbains;11869;99,0;0,0;0,0;0,0;0,0;0,5;0,5;Moselle;Grand Est;0;0;0;1;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;2;16;6;6;3;0;0;0
57240;57240;Freyming-Merlebach;2;Centres urbains intermédiaires;13027;0,0;68,1;0,0;27,5;0,0;4,4;0,0;Moselle;Grand Est;1;10;0;1;0;0;0;1;0;0;8;2;1;0;0;1;1;1;1;1;38;7;0;2;1;0;1
57306;57306;Hayange;1;Grands centres urbains;15968;65,2;0,0;0,0;30,9;0,0;3,8;0,1;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;12;17;0;0;0;1;1;5;2;2;28;11;6;3;1;0;4
57433;57433;Maizières-lès-Metz;2;Centres urbains intermédiaires;11792;0,0;77,8;0,0;20,3;0,0;1,6;0,3;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;15;3;4;1;0;0;0
57606;57606;Saint-Avold;2;Centres urbains intermédiaires;15045;0,0;51,1;0,0;44,6;0,0;3,8;0,5;Moselle;Grand Est;1;1;0;1;0;0;0;2;0;0;20;3;1;6;1;2;5;2;5;7;50;18;7;8;0;0;9
57630;57630;Sarrebourg;2;Centres urbains intermédiaires;12359;0,0;59,6;0,0;34,5;0,0;5,5;0,3;Moselle;Grand Est;1;5;1;1;0;1;0;1;0;0;17;2;1;1;3;2;1;2;1;2;33;16;7;6;1;0;3
57660;57660;Stiring-Wendel;2;Centres urbains intermédiaires;11067;0,0;71,9;0,0;28,1;0,0;0,0;0,0;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;38;12;2;1;1;0;0
57751;57751;Woippy;1;Grands centres urbains;14302;77,2;0,0;0,0;21,2;0,0;0,8;0,8;Moselle;Grand Est;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;1;0;0;0;3;31;14;7;3;0;1;1
57757;57757;Yutz;2;Centres urbains intermédiaires;17401;0,0;66,0;0,0;33,1;0,0;0,8;0,0;Moselle;Grand Est;0;0;0;1;0;0;0;0;0;0;22;0;0;0;0;1;1;2;2;2;30;21;12;5;1;0;7
59011;59011;Annœullin;2;Centres urbains intermédiaires;10780;0,0;77,8;0,0;19,0;0,0;3,0;0,1;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;11;0;1;0;0;0;0;3;0;3;10;14;7;5;0;0;4
59014;59014;Anzin;1;Grands centres urbains;13422;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;0;1;0;1;0;0;1;1;11;6;3;0;4;7;1;0;1;1;35;30;13;5;1;0;5
59043;59043;Bailleul;2;Centres urbains intermédiaires;14869;0,0;71,6;0,0;5,3;3,5;15,6;4,0;Nord;Hauts-de-France;1;1;0;2;0;2;0;0;0;0;22;26;1;2;0;1;0;0;2;3;20;24;10;5;1;0;10
59112;59112;Bruay-sur-l'Escaut;1;Grands centres urbains;11309;95,3;0,0;0,0;1,4;0,0;3,2;0,1;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;14;8;6;2;0;0;1
59139;59139;Caudry;2;Centres urbains intermédiaires;14070;0,0;60,8;0,0;34,7;0,0;4,4;0,1;Nord;Hauts-de-France;1;2;0;2;0;1;0;0;1;1;9;1;0;0;0;0;2;7;1;2;19;13;5;5;2;0;0
59152;59152;Comines;2;Centres urbains intermédiaires;12671;0,0;63,8;0,0;32,0;0,0;3,3;1,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;15;1;0;4;0;0;0;0;0;1;10;20;8;2;1;0;0
59179;59179;Douchy-les-Mines;2;Centres urbains intermédiaires;10207;0,0;65,2;0,0;32,2;0,0;2,4;0,2;Nord;Hauts-de-France;1;1;0;1;0;1;0;0;0;0;11;0;0;0;0;0;0;0;1;0;10;8;4;2;0;0;1
59220;59220;Faches-Thumesnil;1;Grands centres urbains;18110;94,4;0,0;0,0;5,6;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;18;0;0;0;4;0;0;0;0;0;14;35;10;2;1;0;3
59249;59249;Fourmies;2;Centres urbains intermédiaires;11456;0,0;80,1;0,0;14,6;0,0;4,0;1,3;Nord;Hauts-de-France;1;1;0;1;1;2;0;0;1;1;6;1;1;0;0;0;0;9;1;2;11;6;3;1;1;0;2
59273;59273;Gravelines;3;Petites villes;11223;0,0;0,0;96,0;0,0;0,0;3,6;0,5;Nord;Hauts-de-France;1;2;0;2;0;1;0;1;0;0;9;0;0;0;0;0;0;1;0;1;14;16;4;1;1;1;2
59286;59286;Haubourdin;1;Grands centres urbains;14757;95,4;0,0;0,0;4,0;0,0;0,5;0,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;13;0;0;0;0;0;0;3;0;4;21;27;13;3;0;1;3
59291;59291;Hautmont;2;Centres urbains intermédiaires;14182;0,0;75,6;0,0;23,5;0,0;0,9;0,0;Nord;Hauts-de-France;1;1;0;1;0;0;0;1;0;0;14;0;0;0;0;0;1;0;0;0;19;10;10;3;0;0;3
59299;59299;Hem;1;Grands centres urbains;18713;98,1;0,0;0,0;1,2;0,0;0,7;0,0;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;1;1;33;0;1;0;0;0;1;0;0;2;63;29;21;5;0;1;9
59324;59324;Jeumont;2;Centres urbains intermédiaires;10342;0,0;64,7;0,0;34,6;0,0;0,0;0,8;Nord;Hauts-de-France;1;1;0;1;0;0;0;0;2;2;10;0;0;0;0;0;0;0;0;0;13;14;3;2;1;1;0
59367;59367;Lys-lez-Lannoy;1;Grands centres urbains;13793;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;48;23;10;3;1;1;8
59383;59383;Marly;1;Grands centres urbains;12024;97,3;0,0;0,0;2,3;0,0;0,0;0,4;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;25;20;5;4;0;0;2
59386;59386;Marquette-lez-Lille;1;Grands centres urbains;11213;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;1;1;0;0;0;1;0;0;9;0;0;0;0;1;1;0;0;1;28;28;7;2;0;1;6
59421;59421;Mouvaux;1;Grands centres urbains;13173;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;15;0;0;0;1;0;0;0;1;4;12;18;6;2;2;0;8
59426;59426;Neuville-en-Ferrain;1;Grands centres urbains;10160;93,5;0,0;0,0;5,2;0,0;1,3;0,0;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;16;27;9;3;0;0;3
59491;59491;Raismes;1;Grands centres urbains;12055;52,2;0,0;0,0;45,5;0,0;1,6;0,7;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;16;11;3;3;0;0;1
59507;59507;Ronchin;1;Grands centres urbains;19437;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Nord;Hauts-de-France;0;0;0;1;0;0;0;0;1;1;14;0;0;0;0;1;1;0;0;2;23;24;12;5;1;0;11
59508;59508;Roncq;1;Grands centres urbains;13784;71,1;0,0;0,0;25,2;0,0;3,7;0,0;Nord;Hauts-de-France;1;1;0;1;0;1;0;1;0;0;13;0;0;0;0;1;1;0;0;3;23;20;7;4;1;2;7
59526;59526;Saint-Amand-les-Eaux;2;Centres urbains intermédiaires;15980;0,0;51,4;0,0;44,0;0,0;3,9;0,8;Nord;Hauts-de-France;1;0;0;1;0;1;0;0;0;0;26;2;1;2;0;2;0;4;2;3;25;31;9;7;1;0;6
