CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_G101;NB_G102;NB_G103;NB_G104;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES
34154;34154;Mauguio;2;Centres urbains intermédiaires;16596;0;60,77;0;29,29;0;6,65;3,3;Hérault;Occitanie;3;12;1;3;0;0;0;2;0;0;1;0;0;0
34157;34157;Mèze;2;Centres urbains intermédiaires;12664;0;86,89;0;5,3;0;4,1;3,71;Hérault;Occitanie;1;3;1;1;1;1;0;2;0;0;0;0;0;0
34255;34255;Saint-Gély-du-Fesc;2;Centres urbains intermédiaires;10537;0;68,16;0;24,71;0;6,38;0,74;Hérault;Occitanie;2;0;0;1;1;0;0;0;0;0;0;0;0;0
34270;34270;Saint-Jean-de-Védas;1;Grands centres urbains;12570;62,72;0;0;30,58;0;6,16;0,54;Hérault;Occitanie;1;9;0;1;0;0;0;2;0;0;0;0;1;0
34337;34337;Villeneuve-lès-Maguelone;2;Centres urbains intermédiaires;10405;0;68,76;0;22,43;0;7,64;1,17;Hérault;Occitanie;0;0;1;1;0;0;0;1;0;0;0;0;0;0
35024;35024;Betton;2;Centres urbains intermédiaires;12695;0;56,2;0;31,32;0;10,11;2,37;Ille-et-Vilaine;Bretagne;1;1;0;1;1;1;0;1;1;0;0;0;0;0
35047;35047;Bruz;2;Centres urbains intermédiaires;19651;0;58,01;0;32,85;2,97;5,13;1,03;Ille-et-Vilaine;Bretagne;3;3;1;1;2;1;0;1;1;0;0;0;1;1
35051;35051;Cesson-Sévigné;1;Grands centres urbains;17716;77,24;0,01;0;13,44;0;7,58;1,72;Ille-et-Vilaine;Bretagne;3;12;0;0;1;1;0;1;0;0;0;0;0;0
35055;35055;Chantepie;1;Grands centres urbains;10232;84,69;0;0;7,72;0;7,06;0,52;Ille-et-Vilaine;Bretagne;0;7;1;0;0;0;1;1;0;0;0;0;0;0
35069;35069;Châteaugiron;3;Petites villes;10518;0;0;74,7;0;11,06;11,88;2,36;Ille-et-Vilaine;Bretagne;0;1;1;1;1;1;0;3;0;0;0;0;0;0
35093;35093;Dinard;2;Centres urbains intermédiaires;10219;0;55,49;0;40,6;0;3,85;0,06;Ille-et-Vilaine;Bretagne;2;17;1;3;1;2;0;1;0;0;0;1;0;0
35210;35210;Pacé;2;Centres urbains intermédiaires;11918;0;62,23;0;26,07;0,08;8,42;3,2;Ille-et-Vilaine;Bretagne;0;0;0;1;0;0;0;1;0;0;0;0;0;0
35281;35281;Saint-Jacques-de-la-Lande;1;Grands centres urbains;13656;80,64;0;0;18,72;0;0,22;0,42;Ille-et-Vilaine;Bretagne;1;3;0;1;0;0;0;1;0;0;0;0;2;3
35360;35360;Vitré;2;Centres urbains intermédiaires;18998;0;55,13;0;37,51;0;4,91;2,45;Ille-et-Vilaine;Bretagne;5;7;1;2;1;3;1;1;0;2;0;1;1;3
36088;36088;Issoudun;2;Centres urbains intermédiaires;10992;0;60,31;0;31,67;0;5,97;2,04;Indre;Centre-Val de Loire;1;5;1;1;1;3;0;1;0;1;0;1;1;2
37003;37003;Amboise;3;Petites villes;12938;0;0;94,13;0;0;4,82;1,05;Indre-et-Loire;Centre-Val de Loire;4;18;1;4;1;2;0;1;0;2;1;1;0;0
37050;37050;Chambray-lès-Tours;1;Grands centres urbains;11589;82,17;0;0;7,44;0;9,3;1,1;Indre-et-Loire;Centre-Val de Loire;1;11;0;4;1;1;0;1;0;0;0;1;0;0
37109;37109;Fondettes;4;Ceintures urbaines;10741;0;0;0;84,62;0,19;13,77;1,42;Indre-et-Loire;Centre-Val de Loire;1;0;0;1;0;0;0;0;0;0;0;0;0;0
37156;37156;Montlouis-sur-Loire;4;Ceintures urbaines;11048;0;0;0;86,47;0;11,44;2,09;Indre-et-Loire;Centre-Val de Loire;0;2;1;3;0;0;0;1;0;0;0;1;0;0
37195;37195;La Riche;1;Grands centres urbains;10325;78,87;0;0;15,34;0;5,59;0,2;Indre-et-Loire;Centre-Val de Loire;0;0;0;3;1;1;0;1;0;1;0;0;1;1
37208;37208;Saint-Avertin;1;Grands centres urbains;15000;82,32;0;0;17,48;0;0;0,2;Indre-et-Loire;Centre-Val de Loire;2;3;1;2;0;0;0;1;0;0;0;0;0;0
37214;37214;Saint-Cyr-sur-Loire;1;Grands centres urbains;17004;60,59;0;0;38,83;0;0,37;0,21;Indre-et-Loire;Centre-Val de Loire;3;0;0;4;1;1;0;1;0;0;0;1;0;0
37233;37233;Saint-Pierre-des-Corps;1;Grands centres urbains;15909;95,36;0;0;4,05;0;0,5;0,1;Indre-et-Loire;Centre-Val de Loire;1;3;0;2;1;1;0;2;0;0;0;1;0;0
38085;38085;Charvieu-Chavagneux;4;Ceintures urbaines;10280;0;0;0;98,12;0;1,85;0,03;Isère;Auvergne-Rhône-Alpes;0;0;0;2;0;0;0;1;0;0;0;0;0;0
38193;38193;L'Isle-d'Abeau;2;Centres urbains intermédiaires;17206;0;71,71;0;27,11;0;1,18;0;Isère;Auvergne-Rhône-Alpes;4;4;0;0;0;0;0;1;0;0;0;0;0;0
38229;38229;Meylan;1;Grands centres urbains;18573;84,84;0;0;13,9;0;0,92;0,34;Isère;Auvergne-Rhône-Alpes;2;3;0;1;0;0;1;5;0;0;0;1;1;1
38317;38317;Le Pont-de-Claix;1;Grands centres urbains;10805;85,15;0;0;12,9;0;1,95;0;Isère;Auvergne-Rhône-Alpes;1;1;1;0;0;0;1;1;0;0;0;1;0;0
38382;38382;Saint-Égrève;1;Grands centres urbains;16995;71,22;0;0;26,71;0;2,07;0;Isère;Auvergne-Rhône-Alpes;1;2;0;0;1;2;1;3;0;0;0;1;0;0
38474;38474;Sassenage;1;Grands centres urbains;11660;88,87;0;0;9,14;0;1,74;0,26;Isère;Auvergne-Rhône-Alpes;0;1;0;0;0;0;1;1;0;0;0;0;1;1
38485;38485;Seyssinet-Pariset;1;Grands centres urbains;11753;96,54;0;0;0;0;3,18;0,28;Isère;Auvergne-Rhône-Alpes;1;1;0;0;0;0;1;1;0;0;0;0;1;1
38553;38553;Villefontaine;2;Centres urbains intermédiaires;19083;0;92,57;0;6,59;0;0,84;0;Isère;Auvergne-Rhône-Alpes;1;2;0;0;1;0;1;3;0;0;0;1;1;1
39300;39300;Lons-le-Saunier;2;Centres urbains intermédiaires;17043;0;77,91;0;21,44;0;0,65;0;Jura;Bourgogne-Franche-Comté;7;7;1;1;3;12;1;3;2;3;0;0;1;1
40046;40046;Biscarrosse;3;Petites villes;14551;0;0;68,75;0;9,96;18,1;3,19;Landes;Nouvelle-Aquitaine;2;13;19;3;1;4;0;1;1;1;0;0;1;1
40279;40279;Saint-Paul-lès-Dax;2;Centres urbains intermédiaires;14317;0;51,42;0;38,92;0;5,96;3,7;Landes;Nouvelle-Aquitaine;1;8;3;0;0;0;0;1;0;0;0;0;0;0
40312;40312;Tarnos;4;Ceintures urbaines;12920;47,54;0;0;45,94;0;6,2;0,31;Landes;Nouvelle-Aquitaine;2;1;1;2;1;12;0;1;0;0;0;1;0;0
41194;41194;Romorantin-Lanthenay;3;Petites villes;18115;0;35,89;0;56,22;0;6,67;1,22;Loir-et-Cher;Centre-Val de Loire;3;4;1;1;1;3;0;1;0;1;0;1;1;1
41269;41269;Vendôme;2;Centres urbains intermédiaires;15747;0;73,76;0;21,29;0;4,55;0,4;Loir-et-Cher;Centre-Val de Loire;3;6;1;2;1;5;0;2;0;1;0;1;2;2
42005;42005;Andrézieux-Bouthéon;2;Centres urbains intermédiaires;10187;0;55,27;0;39,7;0;4,64;0,39;Loire;Auvergne-Rhône-Alpes;6;3;0;0;0;0;1;4;0;0;0;0;1;1
42044;42044;Le Chambon-Feugerolles;2;Centres urbains intermédiaires;12066;0;53,71;0;42,05;0;2,86;1,38;Loire;Auvergne-Rhône-Alpes;0;1;0;0;0;0;0;1;0;0;0;1;0;0
42095;42095;Firminy;2;Centres urbains intermédiaires;17137;0;90,66;0;6,15;0;3,17;0,02;Loire;Auvergne-Rhône-Alpes;3;2;0;0;1;2;0;1;1;0;0;1;1;1
42147;42147;Montbrison;2;Centres urbains intermédiaires;16064;0;66,58;0;29,71;0;3,09;0,62;Loire;Auvergne-Rhône-Alpes;2;2;1;2;1;5;0;2;0;2;0;2;0;0
42184;42184;Riorges;2;Centres urbains intermédiaires;11045;0;65,03;0;31,78;0;2,85;0,34;Loire;Auvergne-Rhône-Alpes;4;0;0;1;0;0;0;0;0;0;0;0;0;0
42186;42186;Rive-de-Gier;2;Centres urbains intermédiaires;15214;0;67,6;0;31,83;0;0,43;0,14;Loire;Auvergne-Rhône-Alpes;1;0;0;0;1;2;1;1;0;0;0;1;0;0
42279;42279;Saint-Just-Saint-Rambert;4;Ceintures urbaines;15419;0;0,11;0;87,37;0;10,85;1,66;Loire;Auvergne-Rhône-Alpes;0;0;1;0;1;7;0;1;0;1;0;0;0;0
43157;43157;Le Puy-en-Velay;2;Centres urbains intermédiaires;18629;0;65,83;0;31,93;0;1,79;0,45;Haute-Loire;Auvergne-Rhône-Alpes;5;11;0;3;1;6;1;2;1;1;1;3;2;2
44003;44003;Ancenis-Saint-Géréon;3;Petites villes;11099;0;0;91,69;0;0;5,8;2,51;Loire-Atlantique;Pays de la Loire;5;2;1;2;1;0;0;1;0;0;0;0;1;1
44015;44015;Blain;3;Petites villes;10187;0;0;52,42;0;0;33,46;14,12;Loire-Atlantique;Pays de la Loire;1;2;1;1;1;1;0;2;0;1;0;0;0;0
44036;44036;Châteaubriant;3;Petites villes;12189;0;0;87,22;0;0;9,59;3,19;Loire-Atlantique;Pays de la Loire;3;7;1;0;1;4;1;1;0;1;0;0;1;1
44055;44055;La Baule-Escoublac;2;Centres urbains intermédiaires;16468;0;49,45;0;42,72;0;6,74;1,09;Loire-Atlantique;Pays de la Loire;6;26;5;3;1;5;1;1;1;0;0;2;0;0
44069;44069;Guérande;4;Ceintures urbaines;16151;0;1,75;0;59,36;7,83;28,38;2,67;Loire-Atlantique;Pays de la Loire;4;6;6;3;1;6;0;1;1;1;0;1;1;1
44129;44129;Pontchâteau;3;Petites villes;11075;0;0;52,62;0;0;45,64;1,74;Loire-Atlantique;Pays de la Loire;1;2;1;0;1;1;0;1;0;0;0;0;0;0
44131;44131;Pornic;3;Petites villes;17910;0;0;71,37;0;0,01;22,87;5,74;Loire-Atlantique;Pays de la Loire;3;6;7;1;2;2;0;1;0;0;0;0;0;0
44132;44132;Pornichet;4;Ceintures urbaines;12121;0;26,42;0;68,2;0;5,38;0;Loire-Atlantique;Pays de la Loire;6;11;5;1;0;0;0;1;0;0;0;0;1;1
44154;44154;Saint-Brevin-les-Pins;3;Petites villes;14411;0;0;90,67;0;0;8,74;0,59;Loire-Atlantique;Pays de la Loire;2;5;6;1;1;3;0;0;0;0;0;0;0;0
44172;44172;Sainte-Luce-sur-Loire;1;Grands centres urbains;15527;80,55;0,09;0;18,74;0;0,48;0,13;Loire-Atlantique;Pays de la Loire;1;4;1;0;0;0;0;1;0;0;0;0;0;0
44204;44204;Thouaré-sur-Loire;2;Centres urbains intermédiaires;10783;0;68,99;0;23,37;0;7,3;0,33;Loire-Atlantique;Pays de la Loire;1;2;0;0;0;0;0;1;0;0;0;0;0;0
44209;44209;Treillières;3;Petites villes;10230;0;0;67,14;4,97;0;26,13;1,76;Loire-Atlantique;Pays de la Loire;0;1;0;0;0;0;0;1;0;0;0;0;0;0
45004;45004;Amilly;4;Ceintures urbaines;13267;0;5,02;0;79,34;0;14,62;1,03;Loiret;Centre-Val de Loire;1;4;0;1;0;0;0;1;0;0;0;0;0;0
45068;45068;Châlette-sur-Loing;2;Centres urbains intermédiaires;12728;0;61,44;0;38,04;0;0,52;0;Loiret;Centre-Val de Loire;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45075;45075;La Chapelle-Saint-Mesmin;1;Grands centres urbains;10218;79;0;0;15,27;0;5,69;0,04;Loiret;Centre-Val de Loire;0;7;0;1;0;0;0;1;0;0;0;1;0;0
45155;45155;Gien;3;Petites villes;13387;0;37,44;0;49,37;0;11,25;1,95;Loiret;Centre-Val de Loire;2;4;1;2;1;1;0;2;0;1;0;1;0;0
45208;45208;Montargis;2;Centres urbains intermédiaires;15061;0;91,62;0;8,2;0;0;0,19;Loiret;Centre-Val de Loire;3;5;1;1;1;9;1;1;0;2;0;1;0;0
45285;45285;Saint-Jean-de-la-Ruelle;1;Grands centres urbains;16594;100;0;0;0;0;0;0;Loiret;Centre-Val de Loire;0;0;1;0;0;0;1;3;0;0;0;0;0;0
45302;45302;Saran;4;Ceintures urbaines;16679;34,61;0;0;62,96;0;2,37;0,06;Loiret;Centre-Val de Loire;2;10;0;0;1;10;0;1;0;0;0;0;1;1
47157;47157;Marmande;2;Centres urbains intermédiaires;17239;0;55,78;0;27,65;0;14,74;1,84;Lot-et-Garonne;Nouvelle-Aquitaine;4;5;0;1;1;4;1;1;2;1;1;1;0;0
48095;48095;Mende;3;Petites villes;12316;0;42,7;0;49,17;0;6,43;1,7;Lozère;Occitanie;4;9;2;2;1;3;1;4;0;1;0;3;2;2
49015;49015;Avrillé;1;Grands centres urbains;14938;68,6;0;0;28,54;0;1,98;0,88;Maine-et-Loire;Pays de la Loire;0;1;0;0;0;0;0;2;0;0;0;0;1;1
49018;49018;Baugé-en-Anjou;6;Rural à habitat dispersé;11757;0;0;0;0;30,84;43,18;25,98;Maine-et-Loire;Pays de la Loire;2;2;1;0;1;1;0;2;0;1;1;0;0;0
49050;49050;Brissac Loire Aubance;5;Bourgs ruraux;10895;0;0;0;3,88;48,42;35,98;11,72;Maine-et-Loire;Pays de la Loire;0;1;3;1;0;0;0;3;0;0;0;0;0;0
49069;49069;Orée d'Anjou;5;Bourgs ruraux;16709;0;0;0;0;51,65;35,01;13,34;Maine-et-Loire;Pays de la Loire;0;2;3;1;0;0;0;7;0;0;0;0;0;0
49125;49125;Doué-en-Anjou;3;Petites villes;11228;0;0;58,67;0;0;31,73;9,6;Maine-et-Loire;Pays de la Loire;2;4;3;1;0;0;0;1;0;0;0;0;1;1
49218;49218;Montrevault-sur-Èvre;5;Bourgs ruraux;15755;0;0;0;0;45,53;36,75;17,73;Maine-et-Loire;Pays de la Loire;1;0;0;0;0;0;0;14;0;0;0;0;0;0
49244;49244;Mauges-sur-Loire;5;Bourgs ruraux;18331;0;0;0;0;60,13;26,01;13,86;Maine-et-Loire;Pays de la Loire;1;5;3;0;3;2;0;11;0;1;0;0;0;0
49246;49246;Les Ponts-de-Cé;1;Grands centres urbains;12725;59,82;0;0;36,39;0;3,11;0,68;Maine-et-Loire;Pays de la Loire;1;5;1;1;1;0;0;1;0;0;0;0;1;1
49307;49307;Loire-Authion;5;Bourgs ruraux;16416;0;0;0;0;60,65;33,48;5,87;Maine-et-Loire;Pays de la Loire;3;2;3;2;0;0;0;7;0;0;0;0;0;0
49331;49331;Segré-en-Anjou Bleu;5;Bourgs ruraux;17699;0;0;40,64;0;10,76;33,54;15,06;Maine-et-Loire;Pays de la Loire;1;1;1;2;1;3;0;11;0;0;0;0;0;0
49353;49353;Trélazé;1;Grands centres urbains;15358;73,79;0;0;25,94;0;0,11;0,17;Maine-et-Loire;Pays de la Loire;1;1;0;0;0;0;0;1;0;1;0;0;0;0
50025;50025;Avranches;2;Centres urbains intermédiaires;10240;0;52,17;0;41,99;0;5,77;0,07;Manche;Normandie;2;3;1;5;1;3;0;2;1;1;0;0;0;0
50041;50041;La Hague;6;Rural à habitat dispersé;11223;0;0;0;0,99;22,11;66,03;10,87;Manche;Normandie;1;8;3;1;0;0;0;12;0;1;3;0;0;0
50099;50099;Carentan-les-Marais;3;Petites villes;10220;0;0;58,7;0;0;29,87;11,43;Manche;Normandie;1;4;1;2;1;2;0;1;0;0;0;0;0;0
50218;50218;Granville;2;Centres urbains intermédiaires;12581;0;76,58;0;20,08;0;2,04;1,29;Manche;Normandie;6;8;1;2;1;3;1;1;1;4;0;0;1;1
50502;50502;Saint-Lô;2;Centres urbains intermédiaires;19373;0;68,86;0;26,13;0;4,35;0,65;Manche;Normandie;5;9;0;4;1;9;1;3;1;2;0;2;2;1
51573;51573;Tinqueux;1;Grands centres urbains;10552;90,84;0;0;8,74;0;0;0,42;Marne;Grand Est;1;8;0;0;0;0;0;1;0;0;0;0;0;0
51649;51649;Vitry-le-François;2;Centres urbains intermédiaires;11454;0;86,71;0;9,8;0;3,49;0;Marne;Grand Est;1;3;1;2;1;3;0;2;0;1;0;0;1;0
53062;53062;Château-Gontier-sur-Mayenne;2;Centres urbains intermédiaires;16710;0;49,02;0;37,95;0;8,04;4,99;Mayenne;Pays de la Loire;4;3;1;0;1;3;1;1;1;1;0;1;2;2
53147;53147;Mayenne;2;Centres urbains intermédiaires;12900;0;51,6;0;42,1;0;4,81;1,49;Mayenne;Pays de la Loire;2;6;1;1;1;3;1;1;1;1;0;0;2;2
54304;54304;Laxou;1;Grands centres urbains;14671;92,55;0;0;6,29;0;1,06;0,1;Meurthe-et-Moselle;Grand Est;1;4;0;0;0;0;0;3;0;0;0;0;0;0
54323;54323;Longwy;2;Centres urbains intermédiaires;15191;0;78,38;0;20,72;0;0,9;0;Meurthe-et-Moselle;Grand Est;0;3;0;2;1;7;0;2;0;1;0;1;0;0
54329;54329;Lunéville;2;Centres urbains intermédiaires;17755;0;74,77;0;23,47;0;1,43;0,32;Meurthe-et-Moselle;Grand Est;3;2;1;0;1;0;0;2;0;1;0;1;1;1
54431;54431;Pont-à-Mousson;2;Centres urbains intermédiaires;14338;0;70,14;0;22,24;0,21;7,04;0,37;Meurthe-et-Moselle;Grand Est;3;4;0;1;1;2;0;1;0;1;0;0;0;0
54482;54482;Saint-Max;1;Grands centres urbains;10073;99,14;0;0;0,86;0;0;0;Meurthe-et-Moselle;Grand Est;0;0;0;1;1;2;0;1;0;0;0;0;0;0
54528;54528;Toul;2;Centres urbains intermédiaires;15849;0;77,04;0;17,78;0;4,18;1;Meurthe-et-Moselle;Grand Est;1;3;0;0;1;1;0;2;0;1;0;1;0;0
54578;54578;Villers-lès-Nancy;4;Ceintures urbaines;14761;49,89;0;0;50,01;0;0;0,09;Meurthe-et-Moselle;Grand Est;0;0;1;0;0;0;0;0;0;0;1;0;0;0
54580;54580;Villerupt;4;Ceintures urbaines;10069;0;0;0;94,72;0;4,99;0,28;Meurthe-et-Moselle;Grand Est;2;0;0;0;1;1;0;2;0;0;0;0;0;0
55029;55029;Bar-le-Duc;2;Centres urbains intermédiaires;14668;0;68,81;0;26,61;0;4,12;0,46;Meuse;Grand Est;5;3;1;1;1;5;1;2;1;1;0;1;1;2
55545;55545;Verdun;2;Centres urbains intermédiaires;16689;0;58,85;0;37,99;0;2,59;0,57;Meuse;Grand Est;3;10;1;7;1;8;0;1;0;1;0;1;1;1
56007;56007;Auray;2;Centres urbains intermédiaires;14222;0;74,38;0;21,87;0;3,75;0;Morbihan;Bretagne;8;9;0;2;1;5;0;1;0;0;0;1;1;1
56078;56078;Guidel;4;Ceintures urbaines;11947;0;0;0;65,25;0,04;31,26;3,45;Morbihan;Bretagne;0;0;5;1;0;0;0;1;0;0;0;0;0;0
56083;56083;Hennebont;3;Petites villes;15746;0;38,39;0;56,59;0;4,5;0,51;Morbihan;Bretagne;2;1;1;1;0;0;0;1;0;0;0;1;0;0
56162;56162;Ploemeur;4;Ceintures urbaines;18591;3,31;0;0;72,64;5,94;17,33;0,79;Morbihan;Bretagne;1;2;7;0;0;0;0;1;1;0;0;1;0;0
56178;56178;Pontivy;2;Centres urbains intermédiaires;14774;0;56,29;0;31,84;0;11,55;0,32;Morbihan;Bretagne;2;6;1;2;1;5;1;1;0;0;0;1;0;0
56206;56206;Saint-Avé;4;Ceintures urbaines;11927;0,26;0;0;85,86;0;13,87;0,01;Morbihan;Bretagne;0;0;0;0;0;0;0;1;0;0;0;0;2;1
57019;57019;Amnéville;2;Centres urbains intermédiaires;10828;0;88,32;0;0;9,02;1,96;0,7;Moselle;Grand Est;1;5;0;2;1;0;1;1;0;0;0;0;0;0
57160;57160;Creutzwald;4;Ceintures urbaines;12514;0;0;0;99,23;0;0;0,77;Moselle;Grand Est;4;3;0;0;0;0;0;1;0;0;0;0;0;0
57206;57206;Fameck;1;Grands centres urbains;14798;74,75;0;0;25,1;0;0;0,15;Moselle;Grand Est;2;0;0;0;0;0;0;1;0;0;0;0;0;0
57221;57221;Florange;1;Grands centres urbains;11869;99,04;0;0;0;0;0,48;0,47;Moselle;Grand Est;1;0;0;0;0;0;0;1;0;0;0;0;1;1
57240;57240;Freyming-Merlebach;2;Centres urbains intermédiaires;13027;0;68,05;0;27,52;0;4,41;0,02;Moselle;Grand Est;0;3;0;0;1;10;0;1;0;0;0;1;0;0
57306;57306;Hayange;1;Grands centres urbains;15968;65,23;0;0;30,86;0;3,8;0,11;Moselle;Grand Est;1;1;0;1;0;0;0;1;0;0;0;0;0;0
57433;57433;Maizières-lès-Metz;2;Centres urbains intermédiaires;11792;0;77,78;0;20,28;0;1,64;0,3;Moselle;Grand Est;0;0;0;0;0;0;0;1;0;0;0;0;0;0
57606;57606;Saint-Avold;2;Centres urbains intermédiaires;15045;0;51,07;0;44,62;0;3,79;0,52;Moselle;Grand Est;3;5;1;1;1;1;0;1;0;0;0;2;0;0
57630;57630;Sarrebourg;2;Centres urbains intermédiaires;12359;0;59,62;0;34,54;0;5,52;0,32;Moselle;Grand Est;2;2;0;1;1;5;1;1;0;1;0;1;0;0
57660;57660;Stiring-Wendel;2;Centres urbains intermédiaires;11067;0;71,87;0;28,13;0;0;0;Moselle;Grand Est;0;0;0;1;0;0;0;1;0;0;0;0;0;0
57751;57751;Woippy;1;Grands centres urbains;14302;77,24;0;0;21,18;0;0,76;0,83;Moselle;Grand Est;1;4;0;0;0;0;0;0;0;0;0;0;0;0
57757;57757;Yutz;2;Centres urbains intermédiaires;17401;0;66,03;0;33,13;0;0,82;0,02;Moselle;Grand Est;2;4;0;0;0;0;0;1;0;0;0;0;0;0
59011;59011;Annœullin;2;Centres urbains intermédiaires;10780;0;77,84;0;19,03;0;3;0,13;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59014;59014;Anzin;1;Grands centres urbains;13422;100;0;0;0;0;0;0;Nord;Hauts-de-France;1;0;0;3;0;0;0;1;0;1;0;0;1;1
59043;59043;Bailleul;2;Centres urbains intermédiaires;14869;0;71,61;0;5,3;3,48;15,64;3,97;Nord;Hauts-de-France;2;2;1;0;1;1;0;2;0;2;0;0;0;0
59112;59112;Bruay-sur-l'Escaut;1;Grands centres urbains;11309;95,3;0;0;1,36;0;3,24;0,09;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59139;59139;Caudry;2;Centres urbains intermédiaires;14070;0;60,79;0;34,72;0;4,43;0,06;Nord;Hauts-de-France;2;1;0;0;1;2;0;2;0;1;0;0;1;1
59152;59152;Comines;2;Centres urbains intermédiaires;12671;0;63,76;0;31,95;0;3,27;1,03;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59179;59179;Douchy-les-Mines;2;Centres urbains intermédiaires;10207;0;65,24;0;32,15;0;2,42;0,18;Nord;Hauts-de-France;0;0;0;0;1;1;0;1;0;1;0;0;0;0
59220;59220;Faches-Thumesnil;1;Grands centres urbains;18110;94,44;0;0;5,56;0;0;0;Nord;Hauts-de-France;3;1;0;0;0;0;0;1;0;0;0;0;0;0
59249;59249;Fourmies;2;Centres urbains intermédiaires;11456;0;80,12;0;14,6;0,01;3,99;1,28;Nord;Hauts-de-France;0;2;1;1;1;1;0;1;1;2;0;0;1;1
59273;59273;Gravelines;3;Petites villes;11223;0;0;95,98;0;0;3,56;0,46;Nord;Hauts-de-France;0;3;1;1;1;2;0;2;0;1;0;1;0;0
59286;59286;Haubourdin;1;Grands centres urbains;14757;95,43;0;0;4,03;0;0,54;0;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59291;59291;Hautmont;2;Centres urbains intermédiaires;14182;0;75,58;0;23,49;0;0,93;0;Nord;Hauts-de-France;0;0;0;0;1;1;0;1;0;0;0;1;0;0
59299;59299;Hem;1;Grands centres urbains;18713;98,11;0;0;1,16;0;0,71;0,02;Nord;Hauts-de-France;0;1;0;1;0;0;0;0;0;0;0;0;1;1
59324;59324;Jeumont;2;Centres urbains intermédiaires;10342;0;64,69;0;34,55;0;0,01;0,75;Nord;Hauts-de-France;0;0;0;1;1;1;0;1;0;0;0;0;2;2
59367;59367;Lys-lez-Lannoy;1;Grands centres urbains;13793;100;0;0;0;0;0;0;Nord;Hauts-de-France;1;0;0;0;0;0;0;1;0;0;0;0;0;0
59383;59383;Marly;1;Grands centres urbains;12024;97,3;0;0;2,3;0;0;0,4;Nord;Hauts-de-France;0;1;0;0;0;0;0;0;0;0;0;0;0;0
59386;59386;Marquette-lez-Lille;1;Grands centres urbains;11213;99,96;0;0;0;0;0,04;0;Nord;Hauts-de-France;0;0;0;0;0;0;1;1;0;0;0;1;0;0
59421;59421;Mouvaux;1;Grands centres urbains;13173;100;0;0;0;0;0;0;Nord;Hauts-de-France;3;0;0;0;0;0;0;1;0;0;0;0;0;0
59426;59426;Neuville-en-Ferrain;1;Grands centres urbains;10160;93,5;0;0;5,23;0;1,27;0;Nord;Hauts-de-France;0;2;0;0;0;0;0;0;0;0;0;0;0;0
59491;59491;Raismes;1;Grands centres urbains;12055;52,22;0;0;45,52;0;1,58;0,68;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59507;59507;Ronchin;1;Grands centres urbains;19437;100;0;0;0;0;0;0;Nord;Hauts-de-France;3;1;0;2;0;0;0;1;0;0;0;0;1;1
59508;59508;Roncq;1;Grands centres urbains;13784;71,13;0;0;25,18;0;3,68;0;Nord;Hauts-de-France;2;2;0;0;1;1;0;1;0;1;0;1;0;0
