CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_G101;NB_G102;NB_G103;NB_G104;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES
59526;59526;Saint-Amand-les-Eaux;2;Centres urbains intermédiaires;15980;0;51,38;0;43,99;0;3,85;0,78;Nord;Hauts-de-France;3;3;1;1;1;0;0;1;0;1;0;0;0;0
59527;59527;Saint-André-lez-Lille;1;Grands centres urbains;12942;98,86;0;0;0;0;1,14;0;Nord;Hauts-de-France;1;0;0;1;0;0;0;0;0;0;0;0;1;1
59544;59544;Saint-Saulve;1;Grands centres urbains;11117;82,05;0;0;15,6;0;1,94;0,41;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59560;59560;Seclin;2;Centres urbains intermédiaires;12834;0;75,49;0;18,63;0,75;4,85;0,28;Nord;Hauts-de-France;2;5;0;1;0;0;0;1;0;0;0;1;0;0
59569;59569;Sin-le-Noble;1;Grands centres urbains;15603;87,33;0;0;10,34;0;2,11;0,22;Nord;Hauts-de-France;0;0;0;0;0;0;0;2;0;0;0;0;0;0
59574;59574;Somain;2;Centres urbains intermédiaires;11790;0;67,78;0;29,23;0;2,87;0,12;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59616;59616;Vieux-Condé;4;Ceintures urbaines;10446;0;32,34;0;65,32;0;2,33;0;Nord;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;1;0
59636;59636;Wambrechies;1;Grands centres urbains;10798;74,78;0;0;18,66;0;6,03;0,53;Nord;Hauts-de-France;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59648;59648;Wattignies;1;Grands centres urbains;15531;97,37;0;0;2,63;0;0;0;Nord;Hauts-de-France;0;1;0;0;0;0;0;0;0;0;0;0;0;0
60141;60141;Chantilly;2;Centres urbains intermédiaires;10652;0;75,94;0;22,73;0;1,24;0,09;Oise;Hauts-de-France;4;4;0;4;1;4;0;1;0;1;2;0;0;0
60157;60157;Clermont;2;Centres urbains intermédiaires;10475;0;76,63;0;23,36;0;0;0,01;Oise;Hauts-de-France;0;0;0;0;1;1;0;2;0;1;0;0;0;0
60176;60176;Crépy-en-Valois;2;Centres urbains intermédiaires;14217;0;84,09;0;10,22;0;5,49;0,19;Oise;Hauts-de-France;0;1;0;1;1;0;0;1;0;1;0;1;0;0
60395;60395;Méru;2;Centres urbains intermédiaires;14320;0;87,37;0;10,08;0;2,14;0,41;Oise;Hauts-de-France;1;1;0;1;1;2;0;1;0;1;0;0;0;0
60414;60414;Montataire;1;Grands centres urbains;13701;69,04;0;0;30,93;0;0;0,03;Oise;Hauts-de-France;0;0;0;0;1;14;0;4;0;0;0;1;1;1
60471;60471;Noyon;2;Centres urbains intermédiaires;12987;0;67,86;0;30,52;0;1,21;0,41;Oise;Hauts-de-France;0;3;0;0;1;4;1;1;0;2;0;0;1;2
60509;60509;Pont-Sainte-Maxence;2;Centres urbains intermédiaires;12291;0;76,79;0;20,21;0,25;2,66;0,1;Oise;Hauts-de-France;1;0;0;0;1;2;0;1;0;0;0;0;0;0
60612;60612;Senlis;2;Centres urbains intermédiaires;15255;0;79,31;0;18,19;0;1,92;0,58;Oise;Hauts-de-France;7;6;0;1;1;1;0;2;0;2;1;0;0;0
61006;61006;Argentan;2;Centres urbains intermédiaires;13291;0;57,55;0;29,44;0;12,78;0,22;Orne;Normandie;1;4;1;2;1;3;1;1;0;0;0;1;1;2
61169;61169;Flers;2;Centres urbains intermédiaires;14482;0;59,61;0;34,23;0;5,94;0,22;Orne;Normandie;3;4;1;0;1;4;0;1;1;2;0;1;1;1
62048;62048;Auchel;2;Centres urbains intermédiaires;10062;0;65,27;0;33,45;0;1,28;0;Pas-de-Calais;Hauts-de-France;0;0;0;0;1;1;0;1;0;0;0;0;0;0
62065;62065;Avion;1;Grands centres urbains;17672;93,98;0;0;5,9;0;0;0,12;Pas-de-Calais;Hauts-de-France;0;0;0;0;1;1;0;2;0;0;0;0;0;0
62108;62108;Berck;2;Centres urbains intermédiaires;13298;0;77,1;0;22,27;0;0;0,63;Pas-de-Calais;Hauts-de-France;1;9;10;1;1;0;0;1;0;1;0;0;0;0
62186;62186;Bully-les-Mines;2;Centres urbains intermédiaires;12221;0;83,79;0;15,81;0;0,4;0;Pas-de-Calais;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
62215;62215;Carvin;2;Centres urbains intermédiaires;17852;0;66,57;0;30,47;0;2,48;0,48;Pas-de-Calais;Hauts-de-France;2;1;0;0;0;0;0;1;0;0;0;0;0;0
62250;62250;Courrières;1;Grands centres urbains;10199;82,72;0;0;17,18;0;0;0,1;Pas-de-Calais;Hauts-de-France;1;0;0;0;1;1;0;1;0;0;0;0;0;0
62318;62318;Étaples;2;Centres urbains intermédiaires;10930;0;79,11;0;18,5;0;1,93;0,46;Pas-de-Calais;Hauts-de-France;0;4;1;0;0;0;0;1;0;1;0;0;0;0
62413;62413;Harnes;1;Grands centres urbains;12317;85,76;0;0;13,77;0;0,41;0,05;Pas-de-Calais;Hauts-de-France;0;0;0;0;1;1;0;1;0;1;0;0;0;0
62525;62525;Longuenesse;2;Centres urbains intermédiaires;10568;0;73,88;0;20,91;0;5,19;0,02;Pas-de-Calais;Hauts-de-France;1;0;0;0;0;0;0;1;0;0;0;0;0;0
62548;62548;Marck;4;Ceintures urbaines;10494;0;0;0;81,11;7,74;9,22;1,93;Pas-de-Calais;Hauts-de-France;0;0;2;0;0;0;0;0;0;0;1;0;0;0
62570;62570;Méricourt;1;Grands centres urbains;11431;99,97;0;0;0;0;0;0,03;Pas-de-Calais;Hauts-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
62617;62617;Nœux-les-Mines;2;Centres urbains intermédiaires;11520;0;72,25;0;27,57;0;0,11;0,07;Pas-de-Calais;Hauts-de-France;2;1;0;0;0;0;0;0;0;0;0;0;0;0
62637;62637;Oignies;2;Centres urbains intermédiaires;10210;0;69,8;0;28,32;0;1,61;0,27;Pas-de-Calais;Hauts-de-France;0;0;0;1;0;0;0;1;0;0;0;0;0;0
62643;62643;Outreau;1;Grands centres urbains;13270;89,23;0;0;10,68;0;0;0,09;Pas-de-Calais;Hauts-de-France;1;0;0;0;0;0;0;1;0;0;0;0;0;0
62758;62758;Saint-Martin-Boulogne;1;Grands centres urbains;10999;76,78;0;0;20,4;0,6;1,15;1,08;Pas-de-Calais;Hauts-de-France;0;3;0;0;0;0;0;0;0;0;0;0;1;1
62765;62765;Saint-Omer;2;Centres urbains intermédiaires;14661;0;88,82;0;8,58;0;2,04;0,56;Pas-de-Calais;Hauts-de-France;5;6;0;5;1;9;1;1;0;3;0;1;1;2
63014;63014;Aubière;1;Grands centres urbains;10211;65,49;0;0;33,64;0;0,73;0,15;Puy-de-Dôme;Auvergne-Rhône-Alpes;1;6;0;0;1;14;0;1;0;0;0;0;0;0
63032;63032;Beaumont;1;Grands centres urbains;10650;86,6;0;0;13,4;0;0;0;Puy-de-Dôme;Auvergne-Rhône-Alpes;0;0;0;0;0;0;0;1;0;0;0;0;0;0
63075;63075;Chamalières;1;Grands centres urbains;17454;93,46;0;0;6,54;0;0;0;Puy-de-Dôme;Auvergne-Rhône-Alpes;1;3;0;1;0;0;0;1;0;0;0;0;0;0
63164;63164;Gerzat;2;Centres urbains intermédiaires;10258;0;76,82;0;17,49;0;4,99;0,7;Puy-de-Dôme;Auvergne-Rhône-Alpes;0;2;0;0;0;0;0;1;0;0;0;0;0;0
63178;63178;Issoire;2;Centres urbains intermédiaires;15014;0;67,35;0;28,74;0;2,87;1,04;Puy-de-Dôme;Auvergne-Rhône-Alpes;2;8;1;1;1;3;0;1;0;0;1;1;0;0
63284;63284;Pont-du-Château;2;Centres urbains intermédiaires;12459;0;56,66;0;39,64;0;3,43;0,27;Puy-de-Dôme;Auvergne-Rhône-Alpes;0;0;1;0;0;0;0;1;0;0;0;0;0;0
63300;63300;Riom;2;Centres urbains intermédiaires;18736;0;68,95;0;26,42;0;3,15;1,48;Puy-de-Dôme;Auvergne-Rhône-Alpes;1;9;0;2;1;0;0;2;1;2;0;1;0;0
63430;63430;Thiers;3;Petites villes;11633;0;0;78,97;0;0,02;18,84;2,17;Puy-de-Dôme;Auvergne-Rhône-Alpes;2;6;1;2;1;3;1;1;0;2;0;1;1;3
64129;64129;Billère;1;Grands centres urbains;13866;89,18;0;0;10,77;0;0,05;0;Pyrénées-Atlantiques;Nouvelle-Aquitaine;0;0;0;1;0;0;0;1;0;0;0;0;1;0
64260;64260;Hendaye;1;Grands centres urbains;17796;74,43;0;0;24,57;0;1;0;Pyrénées-Atlantiques;Nouvelle-Aquitaine;0;11;12;6;1;1;0;1;0;1;0;0;1;1
64348;64348;Lons;1;Grands centres urbains;13915;71,53;0;0;25,55;0;2,61;0,31;Pyrénées-Atlantiques;Nouvelle-Aquitaine;2;5;0;0;0;0;0;1;0;0;0;0;1;1
64422;64422;Oloron-Sainte-Marie;3;Petites villes;10616;0;0;90,02;0;0;6,74;3,24;Pyrénées-Atlantiques;Nouvelle-Aquitaine;3;5;1;2;1;3;0;1;0;0;0;0;1;1
64430;64430;Orthez;3;Petites villes;10684;0;0;73,33;0;0;23,93;2,73;Pyrénées-Atlantiques;Nouvelle-Aquitaine;1;3;0;1;1;2;0;2;0;2;0;0;0;0
64483;64483;Saint-Jean-de-Luz;2;Centres urbains intermédiaires;14601;0;64,74;0;29,07;0;5,69;0,51;Pyrénées-Atlantiques;Nouvelle-Aquitaine;6;26;16;6;1;5;0;1;1;0;0;0;0;0
64545;64545;Urrugne;4;Ceintures urbaines;10543;12,33;1,95;0;43,97;8,05;31,04;2,66;Pyrénées-Atlantiques;Nouvelle-Aquitaine;2;2;9;2;1;0;0;0;0;0;0;0;0;0
65286;65286;Lourdes;2;Centres urbains intermédiaires;13509;0;59,41;0;35,83;0;4,2;0,55;Hautes-Pyrénées;Occitanie;6;135;8;5;4;6;0;1;1;1;0;0;0;0
66008;66008;Argelès-sur-Mer;2;Centres urbains intermédiaires;10792;0;60,3;0;21,19;0,02;15,29;3,21;Pyrénées-Orientales;Occitanie;1;21;51;2;1;1;0;1;0;0;0;0;0;0
66028;66028;Cabestany;1;Grands centres urbains;10338;73,94;0;0;23,26;0;2,52;0,28;Pyrénées-Orientales;Occitanie;0;1;0;1;1;1;0;2;0;0;0;0;0;0
66037;66037;Canet-en-Roussillon;3;Petites villes;12598;0;0;95,11;0;0;4,25;0,64;Pyrénées-Orientales;Occitanie;1;14;8;0;1;0;0;1;0;1;0;0;0;0
66141;66141;Pia;2;Centres urbains intermédiaires;10733;0;71,05;0;24,53;0;3,42;1;Pyrénées-Orientales;Occitanie;0;0;0;0;0;0;0;1;0;0;0;0;0;0
66171;66171;Saint-Cyprien;4;Ceintures urbaines;11398;0;32,08;0;63,72;0,02;4,08;0,1;Pyrénées-Orientales;Occitanie;3;4;4;2;0;0;0;1;0;0;0;0;0;0
66172;66172;Saint-Estève;1;Grands centres urbains;11550;73,5;0;0;21,02;0;5,45;0,03;Pyrénées-Orientales;Occitanie;0;0;0;0;0;0;0;1;0;0;0;0;0;0
66180;66180;Saint-Laurent-de-la-Salanque;2;Centres urbains intermédiaires;10010;0;72,64;0;19,78;0;6,64;0,94;Pyrénées-Orientales;Occitanie;0;0;0;0;0;0;0;1;0;0;0;0;0;0
67043;67043;Bischheim;1;Grands centres urbains;17939;99,49;0;0;0,37;0;0;0,15;Bas-Rhin;Grand Est;1;0;0;3;0;0;0;1;0;0;0;0;0;0
67046;67046;Bischwiller;2;Centres urbains intermédiaires;12435;0;56,49;0;41;0;2,37;0,14;Bas-Rhin;Grand Est;0;1;0;0;1;0;0;1;0;0;0;0;2;2
67067;67067;Brumath;2;Centres urbains intermédiaires;10238;0;53,9;0;39,94;0;5,99;0,17;Bas-Rhin;Grand Est;0;1;0;0;1;14;0;1;0;0;1;0;0;0
67130;67130;Erstein;2;Centres urbains intermédiaires;10887;0;79,99;0;4,23;10,18;4,32;1,29;Bas-Rhin;Grand Est;0;3;1;0;1;2;0;1;0;0;0;1;0;0
67204;67204;Hœnheim;1;Grands centres urbains;11469;90,24;0;0;8,84;0;0,89;0,03;Bas-Rhin;Grand Est;0;1;0;0;0;0;0;0;0;0;0;0;0;0
67348;67348;Obernai;2;Centres urbains intermédiaires;12216;0;69,36;0;24,2;1,09;4,99;0,36;Bas-Rhin;Grand Est;4;11;1;3;1;1;1;1;1;0;0;0;1;1
67365;67365;Ostwald;1;Grands centres urbains;13310;99,86;0;0;0;0;0;0,14;Bas-Rhin;Grand Est;0;6;0;2;0;0;0;0;0;0;0;0;1;2
67437;67437;Saverne;2;Centres urbains intermédiaires;11390;0;81,23;0;17,16;0;1,33;0,28;Bas-Rhin;Grand Est;4;5;1;1;1;0;0;1;0;1;1;1;1;1
67462;67462;Sélestat;2;Centres urbains intermédiaires;19300;0;77,5;0;19,87;0;2,16;0,47;Bas-Rhin;Grand Est;9;3;1;0;1;3;0;1;1;1;0;1;1;1
68063;68063;Cernay;2;Centres urbains intermédiaires;11745;0;62,86;0;36,18;0;0,66;0,31;Haut-Rhin;Grand Est;4;1;1;0;1;1;0;1;0;1;0;1;1;1
68112;68112;Guebwiller;2;Centres urbains intermédiaires;11137;0;93,16;0;6,14;0;0,69;0;Haut-Rhin;Grand Est;3;3;0;1;1;5;0;1;0;2;1;1;0;0
68154;68154;Illzach;1;Grands centres urbains;14829;91,11;0;0;8,17;0;0,62;0,1;Haut-Rhin;Grand Est;3;3;0;0;0;0;0;1;0;0;1;1;1;1
68166;68166;Kingersheim;1;Grands centres urbains;13178;99,46;0;0;0,51;0;0,03;0;Haut-Rhin;Grand Est;0;1;0;1;0;0;0;1;0;0;0;0;0;0
68256;68256;Pfastatt;1;Grands centres urbains;10237;100;0;0;0;0;0;0;Haut-Rhin;Grand Est;0;0;0;0;0;0;0;1;0;0;0;0;0;0
68271;68271;Riedisheim;1;Grands centres urbains;12163;80,39;0;0;17,54;0;1,91;0,16;Haut-Rhin;Grand Est;0;0;0;0;0;0;0;1;0;0;1;1;0;0
68278;68278;Rixheim;1;Grands centres urbains;13795;70,79;0;0;26,32;0;2,78;0,1;Haut-Rhin;Grand Est;1;1;0;0;1;1;0;0;0;1;0;1;1;1
68375;68375;Wittelsheim;4;Ceintures urbaines;10334;0;0;0;95,85;0;3,62;0,53;Haut-Rhin;Grand Est;1;0;0;0;0;0;0;1;0;0;0;0;0;0
68376;68376;Wittenheim;1;Grands centres urbains;15262;87,15;0;0;11,52;0;1,15;0,19;Haut-Rhin;Grand Est;2;1;0;0;1;1;0;1;0;0;0;0;0;0
69019;69019;Belleville-en-Beaujolais;2;Centres urbains intermédiaires;13542;0;53,53;0;38,93;0;6,16;1,38;Rhône;Auvergne-Rhône-Alpes;2;6;0;0;1;0;0;1;0;0;0;0;0;0
69027;69027;Brignais;2;Centres urbains intermédiaires;12388;0;51,85;0;45,28;0;2,85;0,03;Rhône;Auvergne-Rhône-Alpes;2;1;0;2;1;15;0;1;1;0;0;1;1;1
69069;69069;Craponne;1;Grands centres urbains;11903;82,85;0;0;17,14;0;0,01;0;Rhône;Auvergne-Rhône-Alpes;2;1;0;0;1;1;0;1;0;0;0;0;0;0
69081;69081;Écully;1;Grands centres urbains;18361;84,18;0;0;15,8;0;0,02;0;Rhône;Auvergne-Rhône-Alpes;3;3;0;2;1;1;0;2;0;0;0;0;1;1
69089;69089;Francheville;1;Grands centres urbains;15204;71,85;0;0;27,65;0;0,5;0;Rhône;Auvergne-Rhône-Alpes;2;0;0;1;1;1;0;2;0;0;0;0;0;0
69199;69199;Saint-Fons;1;Grands centres urbains;19360;100;0;0;0;0;0;0;Rhône;Auvergne-Rhône-Alpes;2;1;0;1;0;0;1;2;0;0;0;1;1;1
69243;69243;Tarare;2;Centres urbains intermédiaires;10428;0;65,16;0;30,74;0;3,55;0,55;Rhône;Auvergne-Rhône-Alpes;2;0;0;1;1;2;0;1;0;0;0;1;0;0
69271;69271;Chassieu;1;Grands centres urbains;11092;79,46;0;0;18,56;0;1,85;0,12;Rhône;Auvergne-Rhône-Alpes;0;4;0;0;0;0;1;1;0;0;0;1;1;1
69273;69273;Corbas;1;Grands centres urbains;10932;79,82;0;0;19,57;0;0,08;0,53;Rhône;Auvergne-Rhône-Alpes;2;2;0;0;0;0;0;1;0;0;0;0;1;1
69277;69277;Genas;4;Ceintures urbaines;13483;0;38,4;0;60,93;0;0,03;0,64;Rhône;Auvergne-Rhône-Alpes;4;3;0;0;0;0;0;1;0;0;0;1;0;0
69283;69283;Mions;2;Centres urbains intermédiaires;13707;3,84;50,24;0;44,1;0;1,75;0,08;Rhône;Auvergne-Rhône-Alpes;0;1;0;0;0;0;0;1;0;0;0;0;0;0
70285;70285;Héricourt;2;Centres urbains intermédiaires;10478;0;55,85;0;32,73;4,3;7,03;0,09;Haute-Saône;Bourgogne-Franche-Comté;1;1;0;0;0;0;0;1;0;0;0;1;0;0
70550;70550;Vesoul;2;Centres urbains intermédiaires;15130;0;79,84;0;17,81;0;2;0,34;Haute-Saône;Bourgogne-Franche-Comté;1;4;0;1;2;1;1;2;0;1;1;3;1;1
71014;71014;Autun;2;Centres urbains intermédiaires;13145;0;55,53;0;25,33;0;16,5;2,63;Saône-et-Loire;Bourgogne-Franche-Comté;5;8;1;1;1;4;1;2;0;4;0;0;1;1
71306;71306;Montceau-les-Mines;2;Centres urbains intermédiaires;16831;0;48,76;0;46,28;0;4,86;0,1;Saône-et-Loire;Bourgogne-Franche-Comté;3;5;0;0;1;3;1;1;0;0;0;0;2;3
72003;72003;Allonnes;2;Centres urbains intermédiaires;11013;0;53,66;0;39,24;0;4,92;2,18;Sarthe;Pays de la Loire;1;0;0;0;0;0;0;1;0;1;0;0;1;1
72154;72154;La Flèche;3;Petites villes;14937;0;37,69;0;47,04;0;11,42;3,85;Sarthe;Pays de la Loire;4;5;1;1;1;2;0;1;0;0;0;0;1;1
72264;72264;Sablé-sur-Sarthe;2;Centres urbains intermédiaires;12096;0;52,72;0;38,01;0;7,31;1,97;Sarthe;Pays de la Loire;3;2;1;1;2;1;1;1;0;0;0;0;1;1
73011;73011;Albertville;2;Centres urbains intermédiaires;19812;0;82,37;0;13,12;0;4,27;0,24;Savoie;Auvergne-Rhône-Alpes;4;8;1;2;2;3;1;1;2;1;0;1;1;1
73179;73179;La Motte-Servolex;1;Grands centres urbains;12299;64,69;0;0;18,28;0,19;16,73;0,12;Savoie;Auvergne-Rhône-Alpes;0;1;0;0;0;0;0;1;0;0;0;0;1;1
74042;74042;Bonneville;2;Centres urbains intermédiaires;12895;0;75,79;0;11,65;5,33;5,87;1,36;Haute-Savoie;Auvergne-Rhône-Alpes;3;3;1;2;0;0;0;1;0;0;0;0;0;0
74081;74081;Cluses;2;Centres urbains intermédiaires;17164;0;86,52;0;13,18;0;0,25;0,05;Haute-Savoie;Auvergne-Rhône-Alpes;2;3;1;2;2;2;0;1;0;0;0;1;1;1
74133;74133;Gaillard;1;Grands centres urbains;10175;92,27;0;0;7,73;0;0;0;Haute-Savoie;Auvergne-Rhône-Alpes;2;3;0;0;0;0;0;0;0;0;0;0;0;0
74208;74208;Passy;4;Ceintures urbaines;11068;0;0;0;88,11;0,02;10,85;1,02;Haute-Savoie;Auvergne-Rhône-Alpes;0;4;4;5;0;0;0;0;0;0;0;0;0;0
74224;74224;La Roche-sur-Foron;2;Centres urbains intermédiaires;11263;0;70,62;0;16,93;0;11,66;0,8;Haute-Savoie;Auvergne-Rhône-Alpes;2;2;0;2;1;1;0;1;0;0;0;1;0;0
74225;74225;Rumilly;2;Centres urbains intermédiaires;15998;0;68,29;0;21,17;0;10,42;0,12;Haute-Savoie;Auvergne-Rhône-Alpes;2;1;0;1;1;0;0;1;0;1;0;0;0;0
74243;74243;Saint-Julien-en-Genevois;1;Grands centres urbains;15840;87,28;0;0;9,62;0;2,81;0,29;Haute-Savoie;Auvergne-Rhône-Alpes;0;2;0;0;1;1;0;1;0;0;0;0;0;0
74256;74256;Sallanches;2;Centres urbains intermédiaires;17133;0;64,07;0;24,09;0,37;10,98;0,49;Haute-Savoie;Auvergne-Rhône-Alpes;4;6;1;4;1;10;0;1;1;0;0;0;1;1
76057;76057;Barentin;4;Ceintures urbaines;12154;0;0,39;0;98,4;0;0,6;0,62;Seine-Maritime;Normandie;2;4;0;0;1;1;0;1;0;1;0;0;0;0
76108;76108;Bois-Guillaume;1;Grands centres urbains;14262;89,15;0;0;9,07;0;1,38;0,4;Seine-Maritime;Normandie;1;2;0;4;0;0;0;0;0;0;0;0;0;0
76114;76114;Bolbec;2;Centres urbains intermédiaires;11635;0;71,56;0;24,05;0;4,06;0,33;Seine-Maritime;Normandie;0;2;0;0;1;2;0;1;0;0;0;1;0;0
76157;76157;Canteleu;1;Grands centres urbains;13966;76,03;0;0;20,5;0;3,06;0,41;Seine-Maritime;Normandie;1;0;0;2;1;1;0;1;0;2;0;0;1;1
76165;76165;Caudebec-lès-Elbeuf;2;Centres urbains intermédiaires;10135;0;87,76;0;12,01;0;0,23;0;Seine-Maritime;Normandie;0;0;0;0;0;0;0;1;0;0;0;0;0;0
76216;76216;Déville-lès-Rouen;1;Grands centres urbains;10745;100;0;0;0;0;0;0;Seine-Maritime;Normandie;0;0;0;0;0;0;0;1;0;0;0;1;1;1
76231;76231;Elbeuf;2;Centres urbains intermédiaires;15951;0;80,11;0;17,73;0,13;2,02;0;Seine-Maritime;Normandie;5;0;0;0;1;5;0;1;0;1;0;1;1;0
76259;76259;Fécamp;2;Centres urbains intermédiaires;18016;0;69,03;0;28,39;0;2,1;0,49;Seine-Maritime;Normandie;3;9;1;2;1;4;1;3;1;1;0;1;1;1
76410;76410;Maromme;1;Grands centres urbains;11024;75,5;0;0;24,36;0;0,13;0,01;Seine-Maritime;Normandie;0;0;0;0;1;0;0;2;0;0;0;0;0;0
76447;76447;Montivilliers;2;Centres urbains intermédiaires;15457;0;53,75;0;43,04;0;2,6;0,61;Seine-Maritime;Normandie;1;2;0;0;1;0;0;3;0;0;0;0;0;0
76476;76476;Port-Jérôme-sur-Seine;4;Ceintures urbaines;10387;0;0;0;81,65;0;16,44;1,91;Seine-Maritime;Normandie;0;2;0;0;1;3;0;1;0;0;0;0;1;1
76484;76484;Oissel;2;Centres urbains intermédiaires;12367;15,27;52,87;0;26,55;0;4,32;1;Seine-Maritime;Normandie;0;0;0;0;1;1;0;1;0;0;0;0;0;0
76758;76758;Yvetot;2;Centres urbains intermédiaires;11385;0;85,08;0;9,22;0;5,65;0,05;Seine-Maritime;Normandie;3;3;0;0;1;7;1;2;1;2;0;1;0;0
77014;77014;Avon;2;Centres urbains intermédiaires;13660;0;93,94;0;6,06;0;0;0;Seine-et-Marne;Île-de-France;3;1;0;0;0;0;0;1;0;1;0;0;0;0
77053;77053;Brie-Comte-Robert;2;Centres urbains intermédiaires;19213;0;88,03;0;6,44;0;5,16;0,37;Seine-et-Marne;Île-de-France;1;4;0;0;1;0;0;1;0;0;0;0;0;0
77067;77067;Cesson;2;Centres urbains intermédiaires;11140;0;92,92;0;5,06;0;1,69;0,33;Seine-et-Marne;Île-de-France;1;0;0;0;0;0;0;1;0;0;0;0;0;0
77118;77118;Claye-Souilly;2;Centres urbains intermédiaires;12282;0;68,18;0;26,37;0;4,8;0,65;Seine-et-Marne;Île-de-France;2;1;0;1;0;0;0;1;0;0;0;0;0;0
77131;77131;Coulommiers;2;Centres urbains intermédiaires;15250;0;84,43;0;13,07;0;2,38;0,12;Seine-et-Marne;Île-de-France;2;1;0;1;1;4;1;2;0;1;0;0;0;0
77153;77153;Dammartin-en-Goële;2;Centres urbains intermédiaires;11272;0;70,93;0;28,93;0;0;0,13;Seine-et-Marne;Île-de-France;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77186;77186;Fontainebleau;2;Centres urbains intermédiaires;15945;0;92,24;0;7,24;0;0,03;0,5;Seine-et-Marne;Île-de-France;13;12;0;8;2;5;1;1;0;2;1;1;1;1
77251;77251;Lieusaint;2;Centres urbains intermédiaires;13808;0;87,9;0;11,83;0;0;0,26;Seine-et-Marne;Île-de-France;4;1;0;0;1;0;0;1;0;0;0;2;1;2
77258;77258;Lognes;1;Grands centres urbains;14650;100;0;0;0;0;0;0;Seine-et-Marne;Île-de-France;0;2;0;3;0;0;0;1;0;0;0;0;0;0
77296;77296;Moissy-Cramayel;2;Centres urbains intermédiaires;18248;0;93,89;0;5,75;0;0;0,37;Seine-et-Marne;Île-de-France;0;1;0;0;1;1;0;2;0;0;0;0;0;0
77307;77307;Montévrain;1;Grands centres urbains;13934;100;0;0;0;0;0;0;Seine-et-Marne;Île-de-France;0;2;0;4;0;0;0;1;0;0;0;1;0;0
77316;77316;Moret-Loing-et-Orvanne;2;Centres urbains intermédiaires;12581;0;56,95;0;32,13;2,74;6,67;1,5;Seine-et-Marne;Île-de-France;0;2;1;1;0;0;0;2;0;1;0;0;0;0
77333;77333;Nemours;2;Centres urbains intermédiaires;13189;0;84,62;0;14,37;0;0,74;0,27;Seine-et-Marne;Île-de-France;1;2;0;1;1;3;0;1;0;2;0;1;0;0
77337;77337;Noisiel;1;Grands centres urbains;15461;100;0;0;0;0;0;0;Seine-et-Marne;Île-de-France;0;1;0;3;1;2;1;1;0;1;0;1;1;5
77379;77379;Provins;2;Centres urbains intermédiaires;11958;0;73,07;0;25,06;0;1,65;0,21;Seine-et-Marne;Île-de-France;2;4;0;4;1;4;0;1;0;1;1;1;0;0
77407;77407;Saint-Fargeau-Ponthierry;3;Petites villes;14516;0;47,34;0;50,91;0;1,26;0,5;Seine-et-Marne;Île-de-France;1;1;0;0;1;1;0;1;0;0;0;0;1;1
77464;77464;Thorigny-sur-Marne;1;Grands centres urbains;10405;79,92;0;0;19,57;0;0,4;0,1;Seine-et-Marne;Île-de-France;2;0;1;0;0;0;0;1;0;0;0;0;1;1
