CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_G101;NB_G102;NB_G103;NB_G104;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES
77479;77479;Vaires-sur-Marne;1;Grands centres urbains;13518;100;0;0;0;0;0;0;Seine-et-Marne;Île-de-France;0;0;0;0;1;1;1;1;0;0;0;1;0;0
77487;77487;Vaux-le-Pénil;1;Grands centres urbains;11174;91,05;0;0;6,66;0;2,22;0,06;Seine-et-Marne;Île-de-France;0;1;0;0;1;1;1;1;1;0;0;0;1;3
78015;78015;Andrésy;1;Grands centres urbains;13230;100;0;0;0;0;0;0;Yvelines;Île-de-France;0;0;0;1;0;0;0;1;0;0;0;0;0;0
78029;78029;Aubergenville;2;Centres urbains intermédiaires;12317;0;55,09;0;43,38;0;0,85;0,68;Yvelines;Île-de-France;0;0;0;0;1;1;1;1;0;0;0;0;0;0
78073;78073;Bois-d'Arcy;1;Grands centres urbains;15435;100;0;0;0;0;0;0;Yvelines;Île-de-France;1;0;0;3;1;1;0;1;0;0;0;0;1;1
78123;78123;Carrières-sous-Poissy;1;Grands centres urbains;18316;100;0;0;0;0;0;0;Yvelines;Île-de-France;1;0;0;1;0;0;0;1;0;0;0;1;0;0
78124;78124;Carrières-sur-Seine;1;Grands centres urbains;15038;100;0;0;0;0;0;0;Yvelines;Île-de-France;1;0;0;2;0;0;1;1;0;0;0;0;0;0
78138;78138;Chanteloup-les-Vignes;1;Grands centres urbains;10735;100;0;0;0;0;0;0;Yvelines;Île-de-France;0;0;0;1;0;0;0;1;0;0;0;0;0;0
78165;78165;Les Clayes-sous-Bois;1;Grands centres urbains;17237;100;0;0;0;0;0;0;Yvelines;Île-de-France;0;0;0;2;1;2;0;2;0;0;0;1;1;1
78190;78190;Croissy-sur-Seine;1;Grands centres urbains;10399;100;0;0;0;0;0;0;Yvelines;Île-de-France;3;0;0;1;0;0;0;1;0;1;0;1;0;0
78242;78242;Fontenay-le-Fleury;1;Grands centres urbains;13455;100;0;0;0;0;0;0;Yvelines;Île-de-France;0;0;0;1;1;1;0;1;0;0;0;0;1;1
78335;78335;Limay;1;Grands centres urbains;17626;98,69;0;0;0,28;0;1,02;0,02;Yvelines;Île-de-France;0;0;0;1;0;0;1;1;0;0;0;1;0;0
78372;78372;Marly-le-Roi;1;Grands centres urbains;16531;94,67;0;0;5,25;0;0,02;0,06;Yvelines;Île-de-France;0;0;0;4;1;2;1;1;0;0;0;1;1;1
78383;78383;Maurepas;1;Grands centres urbains;18611;90,7;0;0;7,1;0;2,2;0;Yvelines;Île-de-France;3;3;0;1;0;0;0;1;0;0;0;0;1;1
78418;78418;Montesson;1;Grands centres urbains;14511;100;0;0;0;0;0;0;Yvelines;Île-de-France;3;1;0;2;0;0;0;1;0;0;0;0;0;0
78481;78481;Le Pecq;1;Grands centres urbains;15832;99,93;0;0;0;0;0,07;0;Yvelines;Île-de-France;0;0;0;3;0;0;0;3;0;0;0;2;0;0
78624;78624;Triel-sur-Seine;1;Grands centres urbains;12388;92,18;0;0;7,63;0;0;0,2;Yvelines;Île-de-France;1;0;2;1;0;0;0;1;0;0;0;0;0;0
78642;78642;Verneuil-sur-Seine;1;Grands centres urbains;15914;75,12;0;0;23,87;0;0,99;0,02;Yvelines;Île-de-France;1;0;2;2;1;0;0;1;0;0;0;0;1;1
78643;78643;Vernouillet;1;Grands centres urbains;10025;77,87;0;0;18,99;0;2,85;0,29;Yvelines;Île-de-France;1;0;0;2;0;0;0;1;0;0;0;0;0;0
78650;78650;Le Vésinet;1;Grands centres urbains;15646;100;0;0;0;0;0;0;Yvelines;Île-de-France;4;1;0;2;1;1;0;1;0;0;0;1;1;2
78674;78674;Villepreux;1;Grands centres urbains;11150;98,41;0;0;0;0;1,29;0,3;Yvelines;Île-de-France;0;0;0;1;0;0;0;1;0;0;0;0;0;0
78686;78686;Viroflay;1;Grands centres urbains;16960;100;0;0;0;0;0;0;Yvelines;Île-de-France;2;0;0;1;0;0;1;1;0;0;0;0;0;0
78688;78688;Voisins-le-Bretonneux;1;Grands centres urbains;10721;95,96;0;0;4,04;0;0;0;Yvelines;Île-de-France;3;2;0;2;0;0;0;1;1;0;0;1;0;0
79049;79049;Bressuire;5;Bourgs ruraux;19906;0;0;49,73;0;10,29;29;10,98;Deux-Sèvres;Nouvelle-Aquitaine;3;3;2;1;1;0;1;5;0;1;0;2;2;2
79202;79202;Parthenay;3;Petites villes;10058;0;0;94,61;0;0;5,3;0,09;Deux-Sèvres;Nouvelle-Aquitaine;3;4;0;0;1;2;0;1;0;1;0;1;0;0
79329;79329;Thouars;3;Petites villes;14000;0;0;73,54;0;4;18,23;4,23;Deux-Sèvres;Nouvelle-Aquitaine;1;3;1;0;1;1;1;4;0;3;0;1;1;1
81099;81099;Gaillac;2;Centres urbains intermédiaires;15663;0;44,38;0;36,5;0,01;15,09;4,01;Tarn;Occitanie;1;3;1;0;1;4;0;1;0;3;0;0;0;0
81105;81105;Graulhet;3;Petites villes;13166;0;0;78,8;0;0;17,5;3,7;Tarn;Occitanie;1;1;1;0;1;0;0;1;0;0;0;0;1;1
81140;81140;Lavaur;3;Petites villes;10830;0;0;82,77;0;0;10,82;6,41;Tarn;Occitanie;0;2;0;0;1;1;0;1;1;1;0;0;0;0
81163;81163;Mazamet;2;Centres urbains intermédiaires;10064;0;57,85;0;28,27;0;9,67;4,21;Tarn;Occitanie;1;2;1;1;1;2;0;2;0;0;0;0;1;1
82033;82033;Castelsarrasin;3;Petites villes;14178;0;0;63,12;0;0;31,98;4,9;Tarn-et-Garonne;Occitanie;1;3;0;0;1;1;0;1;0;0;0;0;0;0
82112;82112;Moissac;3;Petites villes;13748;0;0;65,34;0;0;27,52;7,14;Tarn-et-Garonne;Occitanie;1;5;1;2;1;6;0;1;0;1;0;0;1;1
83016;83016;Le Beausset;3;Petites villes;10007;0;0;80,02;0;0;19,26;0,72;Var;Provence-Alpes-Côte d'Azur;2;3;0;1;0;0;0;1;0;0;0;0;0;0
83023;83023;Brignoles;2;Centres urbains intermédiaires;17664;0;67,13;0;21,2;0;9,08;2,59;Var;Provence-Alpes-Côte d'Azur;2;6;0;2;1;2;0;1;0;2;0;1;0;0
83042;83042;Cogolin;2;Centres urbains intermédiaires;11762;0;60,56;0;24,85;9,36;2,71;2,52;Var;Provence-Alpes-Côte d'Azur;2;5;2;1;1;1;1;1;0;0;0;0;0;0
83047;83047;La Crau;2;Centres urbains intermédiaires;19179;0;54,75;0;38,18;0;6,27;0,81;Var;Provence-Alpes-Côte d'Azur;0;0;2;1;0;0;0;0;0;0;0;1;0;0
83049;83049;Cuers;2;Centres urbains intermédiaires;12550;0;56,29;0;21,37;0;19,5;2,84;Var;Provence-Alpes-Côte d'Azur;0;3;0;1;0;0;0;0;0;0;0;1;0;0
83071;83071;La Londe-les-Maures;3;Petites villes;11442;0;0;72,23;0;0;24,26;3,5;Var;Provence-Alpes-Côte d'Azur;0;0;7;1;0;0;0;0;0;0;1;0;0;0
83073;83073;Le Luc;3;Petites villes;11053;0;0;66,42;0;13,09;17,2;3,29;Var;Provence-Alpes-Côte d'Azur;1;0;1;0;1;1;0;1;0;0;0;0;0;0
83090;83090;Ollioules;4;Ceintures urbaines;14011;15,74;39,31;0;43,71;0;0,84;0,4;Var;Provence-Alpes-Côte d'Azur;3;3;0;0;0;0;0;1;0;0;0;0;0;0
83098;83098;Le Pradet;1;Grands centres urbains;10728;77,11;0;0;18,2;0;4,5;0,19;Var;Provence-Alpes-Côte d'Azur;1;1;7;1;1;0;0;1;0;0;0;0;1;1
83107;83107;Roquebrune-sur-Argens;5;Bourgs ruraux;14448;0;0;0;0;72,71;24,29;3;Var;Provence-Alpes-Côte d'Azur;1;8;8;2;0;0;0;3;0;0;0;1;0;0
83112;83112;Saint-Cyr-sur-Mer;2;Centres urbains intermédiaires;12103;0;45,08;0;40,78;0;13,62;0,52;Var;Provence-Alpes-Côte d'Azur;2;6;3;1;1;1;0;1;0;0;0;0;0;0
83115;83115;Sainte-Maxime;2;Centres urbains intermédiaires;14433;0;46,39;0;31,07;11,54;9,5;1,51;Var;Provence-Alpes-Côte d'Azur;5;21;2;0;1;3;0;1;0;0;0;1;0;0
83116;83116;Saint-Maximin-la-Sainte-Baume;3;Petites villes;17631;0;32,55;0;58,08;0;7,27;2,1;Var;Provence-Alpes-Côte d'Azur;3;3;1;2;1;1;1;1;0;0;0;0;0;0
83123;83123;Sanary-sur-Mer;1;Grands centres urbains;17268;67,3;0;0;28,04;0;4,41;0,25;Var;Provence-Alpes-Côte d'Azur;4;11;3;3;1;1;0;1;0;0;0;1;1;1
83130;83130;Solliès-Pont;2;Centres urbains intermédiaires;12080;0;64,02;0;28,39;0;7,09;0,5;Var;Provence-Alpes-Côte d'Azur;1;1;1;0;1;1;0;1;0;0;0;0;0;0
83148;83148;Vidauban;3;Petites villes;12573;0;0;75,87;0;0;20,99;3,14;Var;Provence-Alpes-Côte d'Azur;0;2;1;1;0;0;0;1;0;0;0;0;0;0
84003;84003;Apt;2;Centres urbains intermédiaires;10536;0;58,95;0;25,7;0;10,8;4,54;Vaucluse;Provence-Alpes-Côte d'Azur;2;9;3;1;1;3;0;1;1;1;0;1;1;1
84019;84019;Bollène;3;Petites villes;13605;0;39,5;0;47,71;0;9,4;3,38;Vaucluse;Provence-Alpes-Côte d'Azur;1;10;2;0;1;1;0;1;0;0;0;1;0;0
84054;84054;L'Isle-sur-la-Sorgue;2;Centres urbains intermédiaires;19965;0;47,66;0;37,9;0;13,17;1,26;Vaucluse;Provence-Alpes-Côte d'Azur;2;6;1;3;1;1;0;0;1;0;0;1;0;0
84080;84080;Monteux;2;Centres urbains intermédiaires;13129;0;59,14;0;22,79;0;15,89;2,18;Vaucluse;Provence-Alpes-Côte d'Azur;0;1;1;0;0;0;0;0;0;0;0;0;0;0
84088;84088;Pernes-les-Fontaines;3;Petites villes;10636;0;0;61,29;0;0;35,17;3,53;Vaucluse;Provence-Alpes-Côte d'Azur;2;4;2;3;0;0;0;1;0;0;0;0;0;0
84092;84092;Le Pontet;1;Grands centres urbains;17551;95,48;0;0;1,24;0;3,28;0;Vaucluse;Provence-Alpes-Côte d'Azur;5;9;1;1;1;11;0;1;0;0;0;1;0;0
84129;84129;Sorgues;2;Centres urbains intermédiaires;19117;0;67,5;0;27,82;0,13;3,35;1,2;Vaucluse;Provence-Alpes-Côte d'Azur;1;4;1;1;0;0;0;2;0;0;1;1;0;0
84141;84141;Vedène;2;Centres urbains intermédiaires;11457;3,6;60,89;0;29,99;0;5,24;0,27;Vaucluse;Provence-Alpes-Côte d'Azur;0;0;1;0;0;0;0;0;0;0;0;0;0;0
85003;85003;Aizenay;3;Petites villes;10146;0;0;76,88;0;0;14,02;9,11;Vendée;Pays de la Loire;1;2;2;0;1;0;0;1;0;0;0;0;0;0
85092;85092;Fontenay-le-Comte;3;Petites villes;13471;0;0;85,88;0;0;13,64;0,48;Vendée;Pays de la Loire;4;4;0;0;1;3;0;1;0;1;0;0;2;3
85109;85109;Les Herbiers;3;Petites villes;16453;0;0;80,15;0;1,24;10,76;7,85;Vendée;Pays de la Loire;4;5;1;0;1;1;0;1;0;0;0;1;1;1
85226;85226;Saint-Hilaire-de-Riez;3;Petites villes;12682;0;0;75,64;0;0;21,4;2,96;Vendée;Pays de la Loire;0;5;36;0;0;0;0;1;0;1;0;0;0;0
86041;86041;Buxerolles;1;Grands centres urbains;10105;67,66;0;0;29,95;0;2,17;0,22;Vienne;Nouvelle-Aquitaine;0;0;0;0;1;0;0;1;0;0;0;0;0;0
87114;87114;Panazol;1;Grands centres urbains;11064;77,98;0;0;7,85;0;13,43;0,74;Haute-Vienne;Nouvelle-Aquitaine;0;0;0;0;0;0;1;1;0;0;0;0;0;0
87154;87154;Saint-Junien;3;Petites villes;11387;0;0;67,36;0;0;26,6;6,04;Haute-Vienne;Nouvelle-Aquitaine;2;3;1;0;1;2;0;1;0;0;0;0;1;1
88413;88413;Saint-Dié-des-Vosges;2;Centres urbains intermédiaires;19319;0;60,52;0;30,31;0;8,96;0,21;Vosges;Grand Est;3;7;0;1;2;5;0;2;1;1;0;1;1;1
91021;91021;Arpajon;1;Grands centres urbains;11281;99,33;0;0;0,67;0;0;0;Essonne;Île-de-France;1;1;0;2;1;5;1;1;0;0;0;0;1;2
91086;91086;Bondoufle;1;Grands centres urbains;10862;94,06;0;0;5,94;0;0;0;Essonne;Île-de-France;2;0;0;0;0;0;0;1;0;0;0;0;0;0
91161;91161;Chilly-Mazarin;1;Grands centres urbains;19938;100;0;0;0;0;0;0;Essonne;Île-de-France;0;2;0;1;1;2;1;1;0;0;0;1;0;0
91200;91200;Dourdan;2;Centres urbains intermédiaires;11279;0;87,46;0;9,54;0;1,4;1,6;Essonne;Île-de-France;1;1;1;1;1;2;1;1;0;1;0;1;1;1
91215;91215;Épinay-sous-Sénart;1;Grands centres urbains;11869;100;0;0;0;0;0;0;Essonne;Île-de-France;0;0;0;1;0;0;0;1;0;1;0;1;1;1
91216;91216;Épinay-sur-Orge;1;Grands centres urbains;10760;100;0;0;0;0;0;0;Essonne;Île-de-France;1;3;0;1;0;0;0;1;0;0;0;0;0;0
91235;91235;Fleury-Mérogis;1;Grands centres urbains;13983;100;0;0;0;0;0;0;Essonne;Île-de-France;0;2;0;2;0;0;1;1;0;0;0;0;0;0
91312;91312;Igny;1;Grands centres urbains;10213;99,98;0;0;0,02;0;0;0;Essonne;Île-de-France;0;2;0;1;0;0;0;1;0;0;0;0;0;0
91326;91326;Juvisy-sur-Orge;1;Grands centres urbains;18424;100;0;0;0;0;0;0;Essonne;Île-de-France;1;1;0;1;1;1;1;1;1;0;0;0;3;3
91386;91386;Mennecy;1;Grands centres urbains;15711;87,7;0;0;11,16;0;0,93;0,21;Essonne;Île-de-France;2;0;0;0;1;0;1;1;0;0;0;0;0;0
91432;91432;Morangis;1;Grands centres urbains;13211;100;0;0;0;0;0;0;Essonne;Île-de-France;0;2;0;2;0;0;0;1;0;0;0;0;1;1
91471;91471;Orsay;1;Grands centres urbains;16007;93,51;0;0;6,49;0;0;0;Essonne;Île-de-France;2;1;0;7;1;3;1;3;0;0;0;1;0;0
91552;91552;Saint-Germain-lès-Arpajon;1;Grands centres urbains;11305;98,8;0;0;0;0;1,02;0,18;Essonne;Île-de-France;0;0;0;0;0;0;0;0;0;0;0;0;3;3
91573;91573;Saint-Pierre-du-Perray;1;Grands centres urbains;11680;88,73;0;0;10,88;0;0;0,4;Essonne;Île-de-France;0;1;0;0;0;0;0;1;0;0;0;0;0;0
91645;91645;Verrières-le-Buisson;1;Grands centres urbains;14597;100;0;0;0;0;0;0;Essonne;Île-de-France;1;1;0;2;1;0;1;2;0;0;0;0;0;0
91661;91661;Villebon-sur-Yvette;1;Grands centres urbains;10322;66,49;0;0;33,47;0;0;0,04;Essonne;Île-de-France;0;1;0;0;0;0;1;1;0;0;0;1;0;0
92022;92022;Chaville;1;Grands centres urbains;19991;100;0;0;0;0;0;0;Hauts-de-Seine;Île-de-France;1;1;0;2;1;1;0;1;0;0;0;1;1;1
92033;92033;Garches;1;Grands centres urbains;17898;100;0;0;0;0;0;0;Hauts-de-Seine;Île-de-France;3;0;0;2;1;2;1;1;0;0;0;1;0;0
92077;92077;Ville-d'Avray;1;Grands centres urbains;10694;100;0;0;0;0;0;0;Hauts-de-Seine;Île-de-France;2;1;0;2;1;1;1;1;0;0;0;0;0;0
93013;93013;Le Bourget;1;Grands centres urbains;14832;100;0;0;0;0;0;0;Seine-Saint-Denis;Île-de-France;2;2;0;4;1;1;1;1;0;0;0;1;0;0
93030;93030;Dugny;1;Grands centres urbains;11328;100;0;0;0;0;0;0;Seine-Saint-Denis;Île-de-France;1;1;0;0;0;0;0;1;0;1;0;1;0;0
93061;93061;Le Pré-Saint-Gervais;1;Grands centres urbains;16865;100;0;0;0;0;0;0;Seine-Saint-Denis;Île-de-France;6;0;0;8;0;0;0;1;1;0;0;0;0;0
93062;93062;Le Raincy;1;Grands centres urbains;14877;100;0;0;0;0;0;0;Seine-Saint-Denis;Île-de-France;5;0;0;2;0;0;2;1;0;0;0;0;0;0
93079;93079;Villetaneuse;1;Grands centres urbains;12663;100;0;0;0;0;0;0;Seine-Saint-Denis;Île-de-France;0;0;0;2;0;0;0;2;0;0;0;0;0;0
94004;94004;Boissy-Saint-Léger;1;Grands centres urbains;17570;99,44;0;0;0,56;0;0;0;Val-de-Marne;Île-de-France;1;1;0;3;1;1;0;1;0;0;0;0;1;1
94011;94011;Bonneuil-sur-Marne;1;Grands centres urbains;18750;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;1;2;0;0;1;1;0;1;0;0;0;1;1;1
94015;94015;Bry-sur-Marne;1;Grands centres urbains;17400;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;3;1;0;4;0;0;1;1;0;1;0;1;0;0
94019;94019;Chennevières-sur-Marne;1;Grands centres urbains;18367;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;1;0;0;1;1;0;0;1;0;0;0;0;0;0
94037;94037;Gentilly;1;Grands centres urbains;19048;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;2;1;0;8;0;0;1;2;0;0;0;1;1;1
94055;94055;Ormesson-sur-Marne;1;Grands centres urbains;10540;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;2;0;0;1;1;1;0;1;0;0;0;0;0;0
94060;94060;La Queue-en-Brie;1;Grands centres urbains;12081;99,92;0;0;0;0;0;0,08;Val-de-Marne;Île-de-France;0;2;0;0;0;0;0;1;0;0;0;0;0;0
94069;94069;Saint-Maurice;1;Grands centres urbains;14603;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;1;2;0;5;0;0;0;2;0;0;0;1;0;0
94074;94074;Valenton;1;Grands centres urbains;14482;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;0;0;0;1;0;0;0;1;0;0;0;1;0;0
94075;94075;Villecresnes;1;Grands centres urbains;11642;100;0;0;0;0;0;0;Val-de-Marne;Île-de-France;2;0;0;1;0;0;0;1;0;0;0;0;0;0
95019;95019;Arnouville;1;Grands centres urbains;14585;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;2;0;0;1;0;0;0;1;0;0;0;0;1;1
95199;95199;Domont;1;Grands centres urbains;16078;96,91;0;0;3,09;0;0;0;Val-d'Oise;Île-de-France;2;0;0;1;1;1;0;1;0;0;0;0;0;0
95210;95210;Enghien-les-Bains;1;Grands centres urbains;11440;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;6;3;0;1;2;6;0;1;2;0;0;0;2;2
95218;95218;Éragny;1;Grands centres urbains;18468;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;0;2;0;1;0;0;0;1;0;0;0;0;1;1
95313;95313;L'Isle-Adam;2;Centres urbains intermédiaires;11846;0;78,03;0;18,77;0;3,1;0,11;Val-d'Oise;Île-de-France;3;3;0;2;1;5;0;1;0;1;0;0;0;0
95323;95323;Jouy-le-Moutier;1;Grands centres urbains;17175;99,15;0;0;0,85;0;0;0;Val-d'Oise;Île-de-France;0;0;0;0;1;1;0;1;0;0;0;0;1;1
95351;95351;Louvres;2;Centres urbains intermédiaires;12083;0;72,43;0;27,52;0;0;0,05;Val-d'Oise;Île-de-France;1;0;0;1;0;0;0;1;0;1;0;0;1;1
95394;95394;Méry-sur-Oise;1;Grands centres urbains;10046;84,68;0;0;13,64;0;0,62;1,06;Val-d'Oise;Île-de-France;0;0;0;0;1;1;0;1;0;1;0;0;0;0
95427;95427;Montmagny;1;Grands centres urbains;14775;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;0;0;0;2;0;0;0;1;0;1;0;0;0;0
95476;95476;Osny;1;Grands centres urbains;17277;83,56;0;0;16,39;0;0,04;0,01;Val-d'Oise;Île-de-France;2;2;0;0;0;0;0;1;0;0;0;0;0;0
95487;95487;Persan;2;Centres urbains intermédiaires;13996;0;90,08;0;9,92;0;0;0;Val-d'Oise;Île-de-France;0;1;0;0;0;0;1;1;0;0;0;0;0;0
95539;95539;Saint-Brice-sous-Forêt;1;Grands centres urbains;15209;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;1;1;0;0;0;0;0;2;0;0;0;0;1;1
95563;95563;Saint-Leu-la-Forêt;1;Grands centres urbains;15979;99,88;0;0;0;0;0,12;0;Val-d'Oise;Île-de-France;3;0;0;2;0;0;0;1;0;0;0;0;0;0
95598;95598;Soisy-sous-Montmorency;1;Grands centres urbains;18008;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;0;0;0;3;0;0;0;1;0;0;0;1;0;0
95637;95637;Vauréal;1;Grands centres urbains;16034;100;0;0;0;0;0;0;Val-d'Oise;Île-de-France;0;0;0;1;1;2;0;1;0;0;0;0;0;0
97107;97107;Capesterre-Belle-Eau;3;Petites villes;17731;0;0;62,04;0;14,11;21,97;1,87;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;1;0;0;0;0;0;0
97115;97115;Lamentin;4;Ceintures urbaines;18527;0;0;0;91,03;0;8,65;0,32;Guadeloupe;Guadeloupe;2;0;0;0;0;0;0;1;0;0;0;0;0;0
97116;97116;Morne-à-l'Eau;4;Ceintures urbaines;15898;0;0;0;68,1;7,41;23,37;1,12;Guadeloupe;Guadeloupe;1;0;0;1;0;0;0;1;0;0;0;0;0;0
97120;97120;Pointe-à-Pitre;2;Centres urbains intermédiaires;14486;0;97,98;0;1,6;0;0,32;0,11;Guadeloupe;Guadeloupe;12;1;0;5;1;4;0;2;0;4;0;1;0;0
97124;97124;Saint-Claude;4;Ceintures urbaines;10700;0;9,7;0;78,98;0;10,55;0,78;Guadeloupe;Guadeloupe;0;1;0;2;0;0;0;1;0;0;0;0;0;0
97125;97125;Saint-François;3;Petites villes;13004;0;0;66,81;0;8,75;22,55;1,9;Guadeloupe;Guadeloupe;8;10;0;13;0;0;0;1;0;0;0;0;0;0
97129;97129;Sainte-Rose;3;Petites villes;17630;0;0;43,09;23,35;10,3;21,4;1,86;Guadeloupe;Guadeloupe;3;1;0;3;0;0;0;1;0;0;1;0;0;0
97207;97207;Ducos;2;Centres urbains intermédiaires;17912;0;46,27;0;45,08;0;7,93;0,71;Martinique;Martinique;3;0;0;0;0;0;0;1;0;0;0;0;0;0
97210;97210;Le François;3;Petites villes;15996;0;0;38,89;23,43;0;36,69;0,99;Martinique;Martinique;1;2;0;3;0;0;0;1;0;1;1;0;0;0
97220;97220;Rivière-Pilote;4;Ceintures urbaines;11712;0;0;0;54,42;17,4;27,92;0,25;Martinique;Martinique;0;0;0;0;0;0;0;0;0;1;0;0;0;0
97221;97221;Rivière-Salée;4;Ceintures urbaines;11887;0;0;0;78,36;0;20,54;1,11;Martinique;Martinique;5;0;0;4;0;0;0;1;0;0;0;0;0;0
97223;97223;Saint-Esprit;4;Ceintures urbaines;10270;0;0;0;79,82;0;19,19;1;Martinique;Martinique;0;0;0;1;0;0;0;1;0;0;0;0;0;0
97224;97224;Saint-Joseph;4;Ceintures urbaines;16135;0;0;0;88,59;0;10,78;0,63;Martinique;Martinique;0;0;0;3;0;0;0;0;0;0;0;0;0;0
97228;97228;Sainte-Marie;4;Ceintures urbaines;14650;0;0;0;85,47;0;14,08;0,44;Martinique;Martinique;1;0;0;1;0;0;0;1;0;0;0;0;0;0
97229;97229;Schœlcher;1;Grands centres urbains;19341;72,27;0;0;25,28;0;2,15;0,3;Martinique;Martinique;6;1;0;5;1;10;0;1;0;0;0;0;0;0
97230;97230;La Trinité;4;Ceintures urbaines;11747;0;0;0;70,44;5,58;22,03;1,95;Martinique;Martinique;2;7;0;3;0;0;0;1;0;0;0;1;0;0
97305;97305;Macouria;5;Bourgs ruraux;18847;0;0;36,08;0;28,91;25,89;9,11;Guyane;Guyane;3;0;0;0;0;0;0;0;0;0;0;0;0;0
97306;97306;Mana;6;Rural à habitat dispersé;11764;0;0;0;0;39,67;42,57;17,76;Guyane;Guyane;0;1;0;0;0;0;0;1;0;1;0;0;0;0
97401;97401;Les Avirons;4;Ceintures urbaines;11434;0;0;0;96,36;0;3,44;0,2;La Réunion;La Réunion;0;0;0;2;0;0;0;1;0;0;0;1;0;0
97402;97402;Bras-Panon;2;Centres urbains intermédiaires;13344;0;63,44;0;27,25;0;8;1,31;La Réunion;La Réunion;1;0;0;1;0;0;0;1;0;0;0;1;0;0
97404;97404;L'Étang-Salé;2;Centres urbains intermédiaires;13836;0;41,43;0;33,08;14,28;10,22;0,99;La Réunion;La Réunion;2;3;0;1;0;0;0;1;0;0;0;1;0;0
97405;97405;Petite-Île;4;Ceintures urbaines;12617;0;0;0;85,78;0;13,92;0,3;La Réunion;La Réunion;0;1;0;1;1;1;0;5;0;0;0;1;0;0
97602;97602;Bandraboua;5;Bourgs ruraux;13989;0;0;21,41;0;70,35;7,58;0,66;Mayotte;Mayotte;0;0;0;0;2;13;1;8;6;0;0;0;6;9
97603;97603;Bandrele;5;Bourgs ruraux;10282;0;0;0;0;80,06;19,02;0,92;Mayotte;Mayotte;0;2;0;1;2;13;1;8;6;0;0;0;6;9
97607;97607;Dembeni;2;Centres urbains intermédiaires;15848;0;79,03;0;9,95;0;10,26;0,76;Mayotte;Mayotte;0;1;0;0;2;13;1;8;6;0;0;0;6;9
97608;97608;Dzaoudzi;2;Centres urbains intermédiaires;17831;0;96,84;0;2,36;0;0,29;0,52;Mayotte;Mayotte;3;1;0;0;2;13;1;8;6;0;0;0;6;9
97614;97614;Ouangani;3;Petites villes;10203;0;0;99,73;0;0;0,07;0,2;Mayotte;Mayotte;0;0;0;1;2;13;1;8;6;0;0;0;6;9
97615;97615;Pamandzi;2;Centres urbains intermédiaires;11442;0;87,65;0;12,01;0;0;0,34;Mayotte;Mayotte;0;0;0;1;2;13;1;8;6;0;0;0;6;9
97616;97616;Sada;2;Centres urbains intermédiaires;11156;0;82,32;0;11,79;0;5,74;0,16;Mayotte;Mayotte;0;0;0;0;2;13;1;8;6;0;0;0;6;9
97617;97617;Tsingoni;2;Centres urbains intermédiaires;13934;0;83,37;0;5,22;5,93;4,47;1,02;Mayotte;Mayotte;0;0;0;1;2;13;1;8;6;0;0;0;6;9
